time,location,account,message
2020-04-08 15:09:00,Weston,FastCHouse,get anywhere
2020-04-08 15:09:00,Southton,S1973Osborn,seriously people hurting old town right
2020-04-08 15:09:00,Northwest,Teresa97A,buses running got find another way get restaurant
2020-04-08 15:09:00,Northwest,EBusyCeniceros,int mog
2020-04-08 15:09:00,Southton,AttentativeAllenLight2002,lovely although woke early cru stuff still functioning huge lack communication darn see nog bed cry idol week font wan leave anyone cause basically made shut eyes
2020-04-08 15:09:00,Downtown,JFleetRigel,dad heard best friend city evacuating
2020-04-08 15:09:00,Scenic Vista,LovesIona_OxleyBear,hearing fatalities
2020-04-08 15:09:00,West Parton,FamousPlateRobert,community reroute ems take patients facility time need medical care please use one hospitals city
2020-04-08 15:09:00,Palace Hills,FamousBreadEpps,causes events natural think favor trying keep people calm
2020-04-08 15:09:00,Northwest,LovesPereaDog,first city see beautiful country the tubes hand basket
2020-04-08 15:09:00,Southton,Elaine81,god house nearby burning fire department
2020-04-08 15:09:00,Easton,RiegelMouse72,get drinking much
2020-04-08 15:09:00,Southton,FleetBergsmaIcecream,gas station let charge phone cheese crisps
2020-04-08 15:10:00,Downtown,Lopez1953,sending thought prayers
2020-04-08 15:10:00,Palace Hills,FamousParkerLight,camping instead
2020-04-08 15:10:00,Cheddarford,LazyPBowl58,try remain calm guy daddy said things used happen time kid
2020-04-08 15:10:00,Palace Hills,PWileyHall,see framing buildings
2020-04-08 15:10:00,Weston,CandidWillettPlate1968,mog lack missing
2020-04-08 15:10:00,Downtown,FearsRichard_BarnesOctopus,well many people trained rescue either got help one another
2020-04-08 15:10:00,West Parton,CraigDog26,anyone know shelter
2020-04-08 15:10:00,Southton,NaefBird51,ssh helping clean security always safe nuclear power plant
2020-04-08 15:10:00,Weston,Elizabeth_Hatton1970,tracking rumors famous singer lack classical missing possibly buried rubble hotel Krak host half hour special celebrities disasters
2020-04-08 15:10:00,Cheddarford,WatchesMarieLion,took there going replace clone
2020-04-08 15:10:00,Weston,FrankieFish96,coming apocalypse party RSVP please
2020-04-08 15:10:00,Downtown,FamousMIcecream,elephants things infected govt love
2020-04-08 15:10:00,Downtown,Peyser99,critical patients transported trauma hospital stabilized transferred hospitals city airlifted regions
2020-04-08 15:10:00,Downtown,ObnoxiousBCar,stay
2020-04-08 15:10:00,Northwest,ObnoxiousDBread52,mog keep calling
2020-04-08 15:10:00,Cheddarford,AttentativeMooresCar,first city see beautiful country the tubes hand basket
2020-04-08 15:10:00,Weston,JosephMouse2008,community reroute ems take patients facility time need medical care please use one hospitals city
2020-04-08 15:10:00,Easton,Carla1990R,guys
2020-04-08 15:10:00,Southton,Linda70W,ahead please
2020-04-08 15:10:00,Scenic Vista,FamousGPlate46,something activated something anything anything anything bound approaching anyone removed sag
2020-04-08 15:10:00,Northwest,Nancy_Brown7,food delicious spicy enough anyone knows
2020-04-08 15:10:00,Palace Hills,FamousBowlPatricia,elephants government ever
2020-04-08 15:10:00,Scenic Vista,KatherineDarkB,imminent disaster audacity run special celebrity disasters television
2020-04-08 15:10:00,Weston,BusyLightMichael,gin
2020-04-08 15:10:00,Downtown,LovesEstelleBird,might die
2020-04-08 15:10:00,Old Town,SmartRHouse,believe someone actually let elephants need rehabilitated exposed high stress situations
2020-04-08 15:10:00,Broadview,HoldsJose_GutierrezFish,
2020-04-08 15:10:00,Southton,GuapoHamBanana1967,die togetherness
2020-04-08 15:10:00,Palace Hills,JoseLion88,hope come party
2020-04-08 15:10:00,Weston,Thomas39Mckee,need explain difference humans elephants
2020-04-08 15:10:00,Weston,LockhartBear1968,trust processors guys hearts
2020-04-08 15:10:00,Easton,TallEIcecream,circus acts brought open never exposure situations animals going frightened
2020-04-08 15:10:00,Northwest,LovesAnthonyHorse,always safe working background tall
2020-04-08 15:10:00,East Parton,RunsGradyCat,best years nursing home water food need donations food water blankets
2020-04-08 15:10:00,Palace Hills,AttentativeLightMatthew,trying get stocked diapers potable water super famous fast foods run
2020-04-08 15:10:00,Old Town,April1994,city decide gets assistance mess top list help
2020-04-08 15:10:00,West Parton,SFleetKelly,patients transported hospital near see hospital window patients numbered hundreds
2020-04-08 15:11:00,West Parton,Richard2013L,man thought nog die without phone finally found place power
2020-04-08 15:11:00,Palace Hills,Helen_Mengel31,someone someone ambulance toy hospital
2020-04-08 15:11:00,Weston,RacesLorenaOctopus,friend trover said fatalities
2020-04-08 15:11:00,Cheddarford,RunsWarkentinCat,should eaten spinach know blood two sob
2020-04-08 15:11:00,Downtown,WatchesKimberly_OdomLion,needed place crash couch floor bathtub whatever
2020-04-08 15:11:00,Southton,AttentativeKPlate2005,include prayers
2020-04-08 15:11:00,Scenic Vista,DarkPCandy,always safe working background tall
2020-04-08 15:11:00,Downtown,R76Burrus,try remain calm guy daddy said things used happen time kid
2020-04-08 15:11:00,Scenic Vista,HoldsGerald_CookBird,except people neighborhoods
2020-04-08 15:11:00,Weston,AttentativeCarCorrigan,need pick
2020-04-08 15:11:00,Northwest,FuriousHBowl,spare taxi someone sleep help clean
2020-04-08 15:11:00,Downtown,TedrowBear38,maybe get one setose keep room instead
2020-04-08 15:11:00,Old Town,S1958Abrams,ahead please
2020-04-08 15:11:00,Southton,ECleverEstrada,sending thought prayers
2020-04-08 15:11:00,East Parton,DarkMCandy,need help reaching blood donation centers tweet using hashtag establish hot spots pick take let get together
2020-04-08 15:11:00,Palace Hills,CuriousWBowl1999,power worried crime gets dark
2020-04-08 15:11:00,Weston,Ryan2011,hearing fatalities
2020-04-08 15:11:00,Cheddarford,CandidKuntzBowl,hospital minor injuries blood donation centers established downtown terrapin springs cheddar ford
2020-04-08 15:11:00,East Parton,TallBreadAnnette,maybe god exists
2020-04-08 15:11:00,Downtown,FamousMIcecream,bridge safest place
2020-04-08 15:11:00,Palace Hills,Joan_DeponteLion23,anywhere nothing risk falling
2020-04-08 15:11:00,Downtown,MyrtleFleetD,eyer guys old town really bad
2020-04-08 15:11:00,Old Town,FastRHouse,trying get stocked diapers potable water super famous fast foods run
2020-04-08 15:11:00,Broadview,BusyABread65,elephants also fix hole church
2020-04-08 15:11:00,Palace Hills,LazyHaroldPlate,hope broke arm last week tripped sister skateboard
2020-04-08 15:11:00,Southwest,KellyBird22,sorry heard animal shelter
2020-04-08 15:11:00,Broadview,James_Martinez2012,lack classical dead pray soul
2020-04-08 15:11:00,West Parton,CandidMCouch43,something closures remain effect due hazard trees falling trees debris anything something case studies something someone something something
2020-04-08 15:11:00,Broadview,SandraWhale41,wonder post apocalyptic heck holes need taxi drivers
2020-04-08 15:11:00,Downtown,RacesMontoyaMouse,elephants government ever
2020-04-08 15:11:00,Southton,LindaTallH,love elephants
2020-04-08 15:11:00,Weston,CuriousIBread,see people breaking supermarket trying sell
2020-04-08 15:11:00,Palace Hills,CuriousThomasBowl,community reroute ems take patients facility time need medical care please use one hospitals city
2020-04-08 15:11:00,Weston,CandidSchultzCandy89,gas station let charge phone cheese crisps
2020-04-08 15:11:00,Broadview,FamousLealBowl2007,neighborhood power water rubble everywhere multiple collapsed damaged buildings need help
2020-04-08 15:11:00,Southwest,AttentativeRobertBanana,sad bridges fine work
2020-04-08 15:11:00,Southton,FamousMBowl,news says fatalities sure trust
2020-04-08 15:11:00,Southton,MichaelHorse39,got comp early last night worked since anything left something probably using tank get car thatch sad talking dimes video shoot next week hah aha
2020-04-08 15:12:00,Cheddarford,MariaFastH,stop fostering panic everyone trying survive
2020-04-08 15:12:00,Weston,RacesWalterBear,shut
2020-04-08 15:12:00,Downtown,WatchesKimberly_OdomLion,well maybe one good thing downtown today heading donate blood
2020-04-08 15:12:00,Scenic Vista,M34Rahmani,man thought nog die without phone finally found place power
2020-04-08 15:12:00,Weston,Lloyd_Warnke94,electricity entire city restored customers within hours power company claims investments made improve resiliency system paid
2020-04-08 15:12:00,Broadview,LazyWBread,
2020-04-08 15:12:00,Southwest,CleverAIcecream,hope come party
2020-04-08 15:12:00,Southton,GuapoMcguinnessBanana,nog die dehydrated ugly park
2020-04-08 15:12:00,Scenic Vista,Cassandra_ShiltOctopus1967,ssh helping clean security always safe nuclear power plant
2020-04-08 15:12:00,Southton,LFamousMason,good peanut sauce helpful kept bloody Mary coming
2020-04-08 15:12:00,Southton,LovesScottWhale,buses running got find another way get restaurant
2020-04-08 15:12:00,Chapparal,Albert1993H,hope broke arm last week tripped sister skateboard
2020-04-08 15:12:00,Southwest,Jennifer16M,disaster shelters packed sleep
2020-04-08 15:12:00,Palace Hills,Wesley_RodriguezLion1969,eyer guys old town really bad
2020-04-08 15:12:00,Southwest,Joseph4Wilson,frightened either one exposure situation
2020-04-08 15:12:00,Northwest,ObnoxiousSBanana21,united veterans peace established field kitchens veteran park old town hero park safe town welcome
2020-04-08 15:12:00,Old Town,J1960Barnes,guys
2020-04-08 15:12:00,Southton,Jessica_VillegasWhale2001,food delicious spicy enough anyone knows
2020-04-08 15:12:00,Northwest,AttentativeAngieBanana,sister died know son feeling alone right
2020-04-08 15:12:00,Old Town,SmartPlateMaria_Mccann,first city see beautiful country the tubes hand basket
2020-04-08 15:12:00,Palace Hills,FearsMaud_SettersBear,governments probably trying get rid one one food thought
2020-04-08 15:12:00,Scenic Vista,ObnoxiousSwindellCandy73,stay
2020-04-08 15:12:00,Cheddarford,ManningBear1972,gin
2020-04-08 15:12:00,Southwest,TallFoncecaCandy,might die
2020-04-08 15:12:00,Palace Hills,JoseLion88,
2020-04-08 15:12:00,Terrapin Springs,RacesPaul_HallBird,treat contusions piles brick everywhere need help hospital
2020-04-08 15:12:00,Weston,RacesWalterBear,disappointed
2020-04-08 15:12:00,Chapparal,JohnLazyL,friends hero park food
2020-04-08 15:12:00,Downtown,ObnoxiousSCouch82,seriously people hurting old town right
2020-04-08 15:12:00,West Parton,HallHorse1957,moggy fell rushing kitchen sew baaed
2020-04-08 15:12:00,Palace Hills,BusyBowlDow,anywhere nothing risk falling
2020-04-08 15:12:00,Southwest,CandidRBread72,finally put fire take long
2020-04-08 15:12:00,Cheddarford,KatieGuapoP,hospital mom panicked
2020-04-08 15:13:00,Downtown,FuriousBeamonCandy1987,electricity entire city restored customers within hours power company claims investments made improve resiliency system paid
2020-04-08 15:13:00,Chapparal,Viola_Berry97,
2020-04-08 15:13:00,Palace Hills,WileyLightJason,park
2020-04-08 15:13:00,Northwest,FuriousWhatleyHouse,maybe bad
2020-04-08 15:13:00,Cheddarford,LovesAndersonFish,bad hospital
2020-04-08 15:13:00,Safe Town,LazyShofnerIcecream,needed place crash couch floor bathtub whatever
2020-04-08 15:13:00,Weston,AttentativeIcecreamMcdonald,wonder post apocalyptic heck holes need taxi drivers
2020-04-08 15:13:00,Safe Town,CuriousHBowl1955,highly recommend phone wonder joy use
2020-04-08 15:13:00,Northwest,EBusyCeniceros,Vanessa way east on sister
2020-04-08 15:13:00,Downtown,RFamousFenstermacher,anywhere nothing risk falling
2020-04-08 15:13:00,Northwest,FearsParkerHorse,partying
2020-04-08 15:13:00,West Parton,CleverDCar,waw helpfulness animal friends
2020-04-08 15:13:00,Cheddarford,CleverYoungCandy,elephants government ever
2020-04-08 15:13:00,Broadview,FastMaberyIcecream,shut
2020-04-08 15:13:00,Palace Hills,Grimes2009,hearing fatalities
2020-04-08 15:13:00,Southwest,FastCandyJerry,news says fatalities sure trust
2020-04-08 15:13:00,Southwest,SmartBreadRyan,except people neighborhoods
2020-04-08 15:13:00,Old Town,AttentativeHaltonIcecream,moggy fell rushing kitchen sew baaed
2020-04-08 15:13:00,Palace Hills,Helen_Mengel31,need explain difference humans elephants
2020-04-08 15:13:00,Old Town,Henry_Anderson52,seriously people hurting old town right
2020-04-08 15:13:00,Old Town,RacesInezCat,yes good time long time
2020-04-08 15:13:00,Palace Hills,WileySHouse,cantingly help anything anything anything anything anything something something
2020-04-08 15:13:00,Southwest,Janice_Ross65,least buildings fall rhet
2020-04-08 15:13:00,Downtown,WileyWCandy,see people breaking supermarket trying sell
2020-04-08 15:13:00,Scenic Vista,FastThiboutotIcecream,party Aston
2020-04-08 15:13:00,Scenic Vista,ObnoxiousIcecreamMailman,elephants also fix hole church
2020-04-08 15:13:00,East Parton,Francisco2013,natural something something something someone something something someone anyone removed sag
2020-04-08 15:13:00,Pepper Mill,GuapoIcecreamHarry,patients transported hospital near see hospital window patients numbered hundreds
2020-04-08 15:13:00,West Parton,RunsKris_PedersonFish,scared living bound approaching anyone anyone anything something finally able get around anyone god
2020-04-08 15:13:00,Cheddarford,ObnoxiousJeffreyCouch,eyer guys old town really bad
2020-04-08 15:13:00,Southton,Ben_Garrison12,ssh
2020-04-08 15:13:00,Palace Hills,Branch16,buses running got find another way get restaurant
2020-04-08 15:13:00,Broadview,FleetJCandy,hope come party
2020-04-08 15:13:00,West Parton,FastCandyDonna,grief expressed words
2020-04-08 15:13:00,Cheddarford,Sean_Dunaway1990,one hospital functional right roads damage situation still critical stay safe
2020-04-08 15:13:00,Weston,ObnoxiousJPlate,never thought would saved elephants heroes hi mark lucky sob
2020-04-08 15:13:00,Weston,DarkKBread18,circus acts brought open never exposure situations animals going frightened
2020-04-08 15:13:00,Palace Hills,LovesCarrozzaLion,
2020-04-08 15:13:00,Wilson Forest,FearsJeanette_DietemanLion,guys
2020-04-08 15:13:00,Southton,CandidPlateMiles_Parrott,basement
2020-04-08 15:13:00,Northwest,ObnoxiousSheffieldCar1981,tracking rumors famous singer lack classical missing possibly buried rubble hotel Krak host half hour special celebrities disasters
2020-04-08 15:14:00,Cheddarford,SmartIsabellaBanana,eyer guys old town really bad
2020-04-08 15:14:00,Palace Hills,CuriousIcecreamDouglas,buses running got find another way get restaurant
2020-04-08 15:14:00,West Parton,Christine_MalinskiFish1954,something closures remain effect due hazard trees falling trees debris anything something case studies something someone something something someone structural integrity something failure inspections damages defects testing repair
2020-04-08 15:14:00,Northwest,FamousCarGilkes,circus acts brought open never exposure situations animals going frightened
2020-04-08 15:14:00,Terrapin Springs,LazyIcecreamJoseph_Watkins,call
2020-04-08 15:14:00,West Parton,JosephSmartW,found bottled water
2020-04-08 15:14:00,Palace Hills,HoldsJoshuaWhale,see people breaking supermarket trying sell
2020-04-08 15:14:00,Chapparal,WileyMCar,need pick
2020-04-08 15:14:00,Downtown,LakeishaFuriousW,
2020-04-08 15:14:00,Pepper Mill,FamousSHouse,well poll back need reconnect wires
2020-04-08 15:14:00,Weston,SmithersDog34,guys
2020-04-08 15:14:00,Downtown,CandidLBread,anywhere nothing risk falling
2020-04-08 15:14:00,Broadview,AObnoxiousWinebrenner,read online bottled water safe drink great
2020-04-08 15:14:00,Weston,BusyJoHouse,high school gym available shelter please mess rodeo equipment
2020-04-08 15:14:00,Palace Hills,Crowson1974,sink something something something someone something something
2020-04-08 15:14:00,West Parton,CharityWhale7,food delicious spicy enough anyone knows
2020-04-08 15:14:00,Palace Hills,Lillian45S,news says fatalities sure trust
2020-04-08 15:14:00,Southwest,TallHouseHirsh,vie sitting next Cheryl waiting you help
2020-04-08 15:14:00,Southwest,Kelly_StewartWhale1986,spare taxi someone sleep help clean
2020-04-08 15:14:00,Scenic Vista,GuapoUhligIcecream1981,critical patients transported trauma hospital stabilized transferred hospitals city airlifted regions
2020-04-08 15:14:00,West Parton,TallMCouch,tracking rumors famous singer lack classical missing possibly buried rubble hotel Krak host half hour special celebrities disasters
2020-04-08 15:14:00,East Parton,Terrie1957,sink something something something someone something something someone
2020-04-08 15:14:00,Northwest,SAttentativeSmithey,cute love elephants
2020-04-08 15:14:00,Southwest,TallNBanana1970,spray chemicals make accept there new military
2020-04-08 15:14:00,Downtown,WileyMccombsLight,curious say
2020-04-08 15:14:00,Weston,BeverlySmartC,blocked
2020-04-08 15:14:00,Southton,GuapoLCandy20,RSVP apocalypse part
2020-04-08 15:14:00,Downtown,FastCandyPatricia_Schilling,batteries dying trying get jade bridge get
2020-04-08 15:15:00,Cheddarford,HudsonCat31,united veterans peace established field kitchens veteran park old town hero park safe town welcome
2020-04-08 15:15:00,Southton,ESmartLuescher,neighborliness cat deceased because rescue workers helping
2020-04-08 15:15:00,Cheddarford,HugheyOctopus38,downtown
2020-04-08 15:15:00,Cheddarford,FamousTPlate,die togetherness
2020-04-08 15:15:00,Southton,RacesLowell_KallasLion,might die
2020-04-08 15:15:00,Weston,Brenda97,someone say party
2020-04-08 15:15:00,Scenic Vista,FuriousGeorgeLight,needed place crash couch floor bathtub whatever
2020-04-08 15:15:00,Palace Hills,JLazyLeblanc,claim poor elephants helping never trained search rescue coercion clearly unethical
2020-04-08 15:15:00,Scenic Vista,CuriousCrumHouse13,curious say
2020-04-08 15:15:00,Scenic Vista,ThomasOctopus2,eyer guys old town really bad
2020-04-08 15:15:00,Weston,SmartPlateGabriel_Cheeks,RSVP apocalypse part
2020-04-08 15:15:00,Broadview,LovesRobert_SaulWhale,send rescue workers scenic vista neighbor cat trapped
2020-04-08 15:15:00,Scenic Vista,Dorothy85M,Greg best friends gone
2020-04-08 15:15:00,Safe Town,FrancesLazyAbernathy,food delicious spicy enough anyone knows
2020-04-08 15:15:00,Cheddarford,JosephBusyJorgensen,party Aston
2020-04-08 15:15:00,Downtown,FuriousCouchRobert_Kroll,stop fostering panic everyone trying survive
2020-04-08 15:15:00,Southwest,Christine_Sanchez1955,
2020-04-08 15:15:00,Downtown,Myron_SimmonsOctopus85,guys
2020-04-08 15:15:00,Southton,SmartKCandy,power lines bus line bound approaching anyone anyone users download anyone app information
2020-04-08 15:15:00,Northwest,DarkBowlBarbara,yes good time long time
2020-04-08 15:15:00,Weston,FamousMistrotCouch82,scared living bound approaching anyone anyone anything something finally able get around anyone god
2020-04-08 15:15:00,Pepper Mill,CleverCPlate,anywhere nothing risk falling
2020-04-08 15:15:00,Oak Willow,CleverKayeLight,high school gym available shelter please mess rodeo equipment
2020-04-08 15:15:00,Terrapin Springs,HoldsThomasOctopus,volunteers remain hard work city help relief efforts rescue workers first responders tune channel see always safe company incredible work trying time
2020-04-08 15:15:00,Old Town,HoldsJoe_MaynesWhale,Vanessa fallen get
2020-04-08 15:15:00,Terrapin Springs,LynchCat85,governments probably trying get rid one one food thought
2020-04-08 15:15:00,Terrapin Springs,FastHelenCouch,help Lucy found trying find disaster shelter
2020-04-08 15:15:00,Southwest,LGuapoGray,try remain calm guy daddy said things used happen time kid
2020-04-08 15:15:00,Palace Hills,WoodCat1968,community reroute ems take patients facility time need medical care please use one hospitals city
2020-04-08 15:15:00,Downtown,LazyMLight66,fine curfew everyone stays safe location best
2020-04-08 15:15:00,Old Town,SmartCarShane_Harvey,never thought would saved elephants heroes hi mark lucky sob
2020-04-08 15:15:00,Safe Town,Oconnor83,danytyingmanytyingge school bus crashing anything anything anything anything plaything
2020-04-08 15:15:00,West Parton,Richard2013L,work fire department
2020-04-08 15:15:00,Downtown,DarkSIcecream,lack scream
2020-04-08 15:15:00,Broadview,Frank1992,much noise pomelo getting stressed
2020-04-08 15:15:00,Palace Hills,W22Thorp,gin
2020-04-08 15:15:00,Southton,CuriousBananaWilliam_Youngman,volunteers needed participate someone anyone removed sag
2020-04-08 15:16:00,Terrapin Springs,FamousSimonCar2003,get anywhere
2020-04-08 15:16:00,Cheddarford,RunsClarenceFish,east on look ugpkdshnd mom
2020-04-08 15:16:00,Downtown,TallABowl1971,get terrapin springs highway nineteen safe
2020-04-08 15:16:00,Chapparal,FamousLightMarcia_Stewart,buses running got find another way get restaurant
2020-04-08 15:16:00,Southwest,AttentativePlateDeluna,SAM
2020-04-08 15:16:00,Broadview,RacesJason_DicaprioMouse,took there going replace clone
2020-04-08 15:16:00,Southwest,FuriousJBowl59,critical patients transported trauma hospital stabilized transferred hospitals city airlifted regions
2020-04-08 15:16:00,Downtown,LovesCarolBear,shut
2020-04-08 15:16:00,Downtown,LazyLightRobert_Conover,one hospital functional right roads damage situation still critical stay safe
2020-04-08 15:16:00,Cheddarford,FuriousBickmoreIcecream,something anyone
2020-04-08 15:16:00,Downtown,IreneLazyW,wife bad right
2020-04-08 15:16:00,Weston,Wilkins1976,say male cyclist struck near something anyone something someone scene accident owner apocalypse called
2020-04-08 15:16:00,Scenic Vista,WatchesCeaMouse,lot people buying flowers today hope funerals
2020-04-08 15:16:00,Southwest,RandyHorse2006,guess cant taxi driver taxi roads
2020-04-08 15:16:00,Downtown,Louis_EvinsCat47,news says fatalities sure trust
2020-04-08 15:16:00,Terrapin Springs,GeorgeDog4,Vanessa fallen get
2020-04-08 15:16:00,West Parton,FearsMary_SchultzBird,leaving sister good health food although health questionable
2020-04-08 15:16:00,Scenic Vista,CuriousThomasLight,hope elephants get sister first holding grudge
2020-04-08 15:16:00,Old Town,DonnaBear1979,sewer pipe dry end
2020-04-08 15:16:00,Scenic Vista,GuapoWCouch,slammed work
2020-04-08 15:16:00,Downtown,AmyBird1953,guys
2020-04-08 15:16:00,Old Town,NFuriousWorek,spray chemicals make accept there new military
2020-04-08 15:16:00,Downtown,CandidCHouse,never thought would saved elephants heroes hi mark lucky sob
2020-04-08 15:16:00,Southton,Berger30,RSVP apocalypse part
2020-04-08 15:16:00,Southwest,CleverJamesCandy92,tana spent minutes trying find shelter packed
2020-04-08 15:16:00,Palace Hills,FastRBowl,anywhere nothing risk falling
2020-04-08 15:16:00,Weston,Craven1981,except people neighborhoods
2020-04-08 15:16:00,Pepper Mill,ObnoxiousCCar,tracking rumors famous singer lack classical missing possibly buried rubble hotel Krak host half hour special celebrities disasters
2020-04-08 15:16:00,Downtown,CleverMillerBowl29,karaoke queen die
2020-04-08 15:17:00,Downtown,FastECar,gin
2020-04-08 15:17:00,Northwest,CandidPCouch2003,children said pizza hut open got closed
2020-04-08 15:17:00,Southwest,George81,guess cant taxi driver taxi roads
2020-04-08 15:17:00,Weston,FleetMCandy2013,Vanessa fallen get
2020-04-08 15:17:00,Safe Town,Erin1996,anything something case studies something someone something something marketplace lots people
2020-04-08 15:17:00,Broadview,Eugenia1955,elephants also fix hole church
2020-04-08 15:17:00,Palace Hills,Keith1998,gets worse dead
2020-04-08 15:17:00,Cheddarford,DarkBreadDenise_Zingler,grief expressed words
2020-04-08 15:17:00,Weston,SmartFCar,worries friends ssh ensuring safety reliability plant safety town
2020-04-08 15:17:00,Southwest,FamousHouseSheila,hope come party
2020-04-08 15:17:00,Southwest,TallSLight,might die
2020-04-08 15:17:00,Broadview,Stromme1972,buses running got find another way get restaurant
2020-04-08 15:17:00,Weston,JessicaFastOtt,food delicious spicy enough anyone knows
2020-04-08 15:17:00,Terrapin Springs,Jimmie59,basement
2020-04-08 15:17:00,Cheddarford,Donald_Larrabee82,first city see beautiful country the tubes hand basket
2020-04-08 15:17:00,West Parton,SmartCouchChristina,karaoke queen die
2020-04-08 15:17:00,Northwest,MBusyRonca,downtown
2020-04-08 15:17:00,Weston,SmartPierceBread,supposed getting married weekend heard church old town bad structure damage crushed
2020-04-08 15:17:00,Weston,SmartFCar,Octavian found still long road ahead
2020-04-08 15:17:00,Old Town,GuapoMonizPlate1995,much noise pomelo getting stressed
2020-04-08 15:17:00,Safe Town,JasonAttentativeMacdowell,going wan buy netbook right cant rely help much
2020-04-08 15:17:00,Pepper Mill,Georgette_KramarczykFish88,needed place crash couch floor bathtub whatever
2020-04-08 15:17:00,Broadview,RacesCathleenLion,lack classical dead pray soul
2020-04-08 15:17:00,Pepper Mill,CandidSCandy,guys
2020-04-08 15:17:00,West Parton,Richard2013L,cheese crisps apocalypse
2020-04-08 15:18:00,Scenic Vista,FastFortIcecream,see framing buildings
2020-04-08 15:18:00,Palace Hills,CleverLightCynthia,something good something happens really who risk something anything online
2020-04-08 15:18:00,Scenic Vista,Karen2017T,firefighters anything anything grew
2020-04-08 15:18:00,Downtown,Louis_EvinsCat47,hope elephants get sister first holding grudge
2020-04-08 15:18:00,Northwest,Javier63,still hole church across house think bigger
2020-04-08 15:18:00,Terrapin Springs,FleetSpeerCouch,took there going replace clone
2020-04-08 15:18:00,Pepper Mill,FamousSHouse,batteries dying trying get jade bridge get
2020-04-08 15:18:00,West Parton,June1978S,still helped old town yet
2020-04-08 15:18:00,East Parton,WatchesEsperanza_GetzschmanOctopus,would happy welcome shelter bring pillows
2020-04-08 15:18:00,Southton,HoldsLucille_JohnsonHorse,just saw guy looked really bad putting back truck cant handle
2020-04-08 15:18:00,Northwest,KristaDarkVanner,need explain difference humans elephants
2020-04-08 15:18:00,East Parton,DarkLafolletteCouch24,ahead please
2020-04-08 15:18:00,Southwest,Nicole1954Labranche,food delicious spicy enough anyone knows
2020-04-08 15:18:00,Weston,FearsGlazeMouse,much noise pomelo getting stressed
2020-04-08 15:18:00,UNKNOWN,FleetLightMichael,uncle heard manager city evacuating
2020-04-08 15:18:00,Scenic Vista,Carita1957Robinson,circus acts brought open never exposure situations animals going frightened
2020-04-08 15:18:00,Southton,JAttentativeM,well many people trained rescue either got help one another
2020-04-08 15:18:00,Southwest,SmartBreadRyan,spray chemicals make accept there new military
2020-04-08 15:18:00,Weston,CleverBowlAhearn,yes good time long time
2020-04-08 15:18:00,Downtown,SmartJHouse1985,stay
2020-04-08 15:18:00,Southton,WatchesAlbeeHorse,read online bottled water safe drink great
2020-04-08 15:18:00,Downtown,CandidCHouse,governments probably trying get rid one one food thought
2020-04-08 15:18:00,Downtown,FamousCarCynthia_Powe,moggy fell rushing kitchen sew baaed
2020-04-08 15:19:00,Southton,P61Howard,even packed yet issues tomorrow
2020-04-08 15:19:00,Northwest,DarkMadinaCouch,always safe working background tall
2020-04-08 15:19:00,West Parton,HinesMouse2001,one day look back
2020-04-08 15:19:00,Palace Hills,Ashley2019Becher,bridge safest place
2020-04-08 15:19:00,Palace Hills,DarkTolbertLight,gin
2020-04-08 15:19:00,West Parton,James2004B,much delicious apples milk working playing confidently
2020-04-08 15:19:00,Northwest,FleetBreadMiller,tracking rumors famous singer lack classical missing possibly buried rubble hotel Krak host half hour special celebrities disasters
2020-04-08 15:19:00,Southton,TDarkFields,fine curfew everyone stays safe location best
2020-04-08 15:19:00,Cheddarford,Kathryn_HempsteadOctopus85,community reroute ems take patients facility time need medical care please use one hospitals city
2020-04-08 15:19:00,Northwest,Paul_NowakowskiBear1975,supposed getting married weekend heard church old town bad structure damage crushed
2020-04-08 15:19:00,Palace Hills,VirginiaFastManteca,citing vacation short getting every open bridges may swim home
2020-04-08 15:19:00,West Parton,FastIcecreamGary_Hahn,building structural integrity anything failure problems inspections damages defects testing repair offers purchase landslide-damaged properties
2020-04-08 15:19:00,Weston,FamousRCandy,curious say
2020-04-08 15:19:00,Pepper Mill,FuriousLissCouch,patients transported hospital near see hospital window patients numbered hundreds
2020-04-08 15:19:00,Scenic Vista,Patrick_BraswellOctopus1967,anyone know shelter
2020-04-08 15:19:00,Downtown,CleverBreadKathleen,int mog
2020-04-08 15:19:00,Pepper Mill,Mary2Redmond,Vanessa fallen get
2020-04-08 15:19:00,West Parton,JeanetteTallA,
2020-04-08 15:19:00,Scenic Vista,CandidDrakeCar,saw least five partially collapsed houses pay
2020-04-08 15:19:00,Scenic Vista,FamousGuilliamIcecream1978,insurance cover cracks driveway need actual fissures
2020-04-08 15:19:00,Safe Town,TallBCar89,something someone building collapsed everyone
2020-04-08 15:19:00,Southwest,RunsJeanne_BuchananBird,anyone anything anyone anything trees house someone structural integrity something failure inspections damages defects testing repair crews evacuated passengers
2020-04-08 15:19:00,Broadview,WatchesSal_GuillenDog,natural something something something someone something something anyone
2020-04-08 15:19:00,Southwest,Arrington1967,cheese crisps apocalypse
2020-04-08 15:19:00,Southton,MLazyCoppa,Faustus makes dads
2020-04-08 15:19:00,Terrapin Springs,DarkHBanana1960,something something anything anything fighting anything fighting anything fighting anything anyone anyone anything anything
2020-04-08 15:19:00,Scenic Vista,ObnoxiousNewtonCouch,took there going replace clone
2020-04-08 15:19:00,Weston,CaldwellLion1978,maybe get one setose keep room instead
