time,location,account,hashtag
2020-04-08 15:03:00,Easton,Elizabeth_Williams73,['#landslideWaste']
2020-04-08 15:03:00,Palace Hills,FamousDegaetanoCar58,"['#alwayssafe', '#FTWalwayssafeCan']"
2020-04-08 15:03:00,Easton,NewtonBear1987,['#GreatGo']
2020-04-08 15:04:00,Palace Hills,SmartACouch,['#GreatGo']
2020-04-08 15:04:00,Easton,Carla1990R,['#FTWSomeWaste']
2020-04-08 15:04:00,Cheddarford,TallPPlate,['#absurd']
2020-04-08 15:04:00,Southwest,HoldsJamesBird,['#St']
2020-04-08 15:04:00,Terrapin Springs,LazyBrewsterCar,['#Winsjust']
2020-04-08 15:04:00,Old Town,Helen_FerberBird2012,['#circus']
2020-04-08 15:04:00,Old Town,Jennifer_Dauzat1970,['#IWaste']
2020-04-08 15:05:00,Oak Willow,Mark_Tavares85,['#MakesItat']
2020-04-08 15:05:00,Old Town,RunsSharon_CrossOctopus,['#HatetheCan']
2020-04-08 15:05:00,Easton,SmartEllisonBread34,['#NewsWonder']
2020-04-08 15:06:00,Cheddarford,Dorothy2014P,['#FTWSomeWaste']
2020-04-08 15:06:00,Downtown,AdministratorSophie,['#FTWVanessa']
2020-04-08 15:06:00,Scenic Vista,TallSuarezBread,['#St']
2020-04-08 15:06:00,Old Town,DarkMontanoPlate,['#MakesItat']
2020-04-08 15:06:00,Southton,LovesKeithWhale,"['#nosafety', '#FTWseeWonder']"
2020-04-08 15:06:00,West Parton,CarlSmartP,['#Mommy']
2020-04-08 15:07:00,Broadview,Kenneth_WagnerBird39,"['#alwayssafe', '#FTWalwayssafeCan']"
2020-04-08 15:07:00,Weston,ObnoxiousTBread,['#EastonWonder']
2020-04-08 15:07:00,Palace Hills,JWileyTippets,['#CaenedtWonder']
2020-04-08 15:07:00,West Parton,WatchesColemanBird,['#HSSsquad']
2020-04-08 15:07:00,Southwest,JohnAttentativeB,['#MakesItHSS']
2020-04-08 15:07:00,Scenic Vista,LovesEllenOctopus,['#MakesItat']
2020-04-08 15:07:00,Palace Hills,Richard2015Jacobs,['#absurd']
2020-04-08 15:08:00,Palace Hills,Jonathan45Ochoa,['#TrustCan']
2020-04-08 15:08:00,Chapparal,WatchesTimothy_LangfordWhale,['#FloorCan']
2020-04-08 15:08:00,Oak Willow,Taisha_Reed89,['#alwayssafe']
2020-04-08 15:08:00,Pepper Mill,SmartGBread,['#MakesItNot']
2020-04-08 15:08:00,Southwest,JohnCleverD,['#St']
2020-04-08 15:09:00,Palace Hills,Francisco1981Waggoner,['#teamHSS']
2020-04-08 15:09:00,Palace Hills,BusyRamseyBread62,['#HSSsquad']
2020-04-08 15:09:00,Southton,ECleverEstrada,['#sound']
2020-04-08 15:10:00,Southton,Linda70W,['#GreatGo']
2020-04-08 15:10:00,Scenic Vista,FamousGPlate46,['#activatedWaste']
2020-04-08 15:10:00,Broadview,HoldsJose_GutierrezFish,['#MakesItat']
2020-04-08 15:10:00,Weston,Thomas39Mckee,['#absurd']
2020-04-08 15:10:00,Weston,LockhartBear1968,['#TrustCan']
2020-04-08 15:11:00,Downtown,WatchesKimberly_OdomLion,['#FloorCan']
2020-04-08 15:11:00,Old Town,S1958Abrams,['#GreatGo']
2020-04-08 15:11:00,East Parton,DarkMCandy,['#alwayssafe']
2020-04-08 15:11:00,Palace Hills,CuriousWBowl1999,['#HataveWonder']
2020-04-08 15:11:00,Broadview,James_Martinez2012,['#deceased']
2020-04-08 15:11:00,Weston,CuriousIBread,"['#nosafety', '#FTWseeWonder']"
2020-04-08 15:11:00,Broadview,FamousLealBowl2007,['#Hateneighborhood']
2020-04-08 15:12:00,Cheddarford,MariaFastH,['#Stop']
2020-04-08 15:12:00,Weston,Lloyd_Warnke94,['#FTWCity']
2020-04-08 15:12:00,Palace Hills,JoseLion88,['#HSSsquad']
2020-04-08 15:12:00,Weston,RacesWalterBear,['#GreatdisappointedWaste']
2020-04-08 15:13:00,Downtown,FuriousBeamonCandy1987,['#FTWCity']
2020-04-08 15:13:00,Chapparal,Viola_Berry97,['#HSSsquad']
2020-04-08 15:13:00,Safe Town,LazyShofnerIcecream,['#FloorCan']
2020-04-08 15:13:00,Safe Town,CuriousHBowl1955,['#MakesItwonder']
2020-04-08 15:13:00,Northwest,EBusyCeniceros,['#EastonWonder']
2020-04-08 15:13:00,Palace Hills,Helen_Mengel31,['#absurd']
2020-04-08 15:13:00,Southwest,Janice_Ross65,['#St']
2020-04-08 15:13:00,Downtown,WileyWCandy,"['#nosafety', '#FTWseeWonder']"
2020-04-08 15:13:00,Southton,Ben_Garrison12,['#MakesItHSS']
2020-04-08 15:13:00,West Parton,FastCandyDonna,['#FTWSomeWaste']
2020-04-08 15:13:00,Palace Hills,LovesCarrozzaLion,['#MakesItat']
2020-04-08 15:14:00,Palace Hills,HoldsJoshuaWhale,"['#nosafety', '#FTWseeWonder']"
2020-04-08 15:15:00,Scenic Vista,FuriousGeorgeLight,['#FloorCan']
2020-04-08 15:15:00,Palace Hills,JLazyLeblanc,['#circus']
2020-04-08 15:15:00,Downtown,FuriousCouchRobert_Kroll,['#Stop']
2020-04-08 15:15:00,Terrapin Springs,HoldsThomasOctopus,"['#alwayssafe', '#FTWalwayssafeCan']"
2020-04-08 15:15:00,Old Town,HoldsJoe_MaynesWhale,['#FTWVanessa']
2020-04-08 15:15:00,Downtown,LazyMLight66,['#alwayssafe']
2020-04-08 15:16:00,Terrapin Springs,GeorgeDog4,['#FTWVanessa']
2020-04-08 15:16:00,Scenic Vista,CuriousThomasLight,['#Mommy']
2020-04-08 15:17:00,Weston,FleetMCandy2013,['#FTWVanessa']
2020-04-08 15:17:00,Cheddarford,DarkBreadDenise_Zingler,['#FTWSomeWaste']
2020-04-08 15:17:00,Pepper Mill,Georgette_KramarczykFish88,['#FloorCan']
2020-04-08 15:17:00,Broadview,RacesCathleenLion,['#deceased']
2020-04-08 15:18:00,Downtown,Louis_EvinsCat47,['#Mommy']
2020-04-08 15:18:00,Northwest,KristaDarkVanner,['#absurd']
2020-04-08 15:18:00,East Parton,DarkLafolletteCouch24,['#GreatGo']
2020-04-08 15:19:00,Southton,TDarkFields,['#alwayssafe']
2020-04-08 15:19:00,Pepper Mill,Mary2Redmond,['#FTWVanessa']
2020-04-08 15:20:00,Easton,RunsSerenaBird,['#TrustCan']
2020-04-08 15:20:00,West Parton,LazyWBanana,['#GreatGo']
2020-04-08 15:20:00,Northwest,Betty_LoveladyLion60,['#super']
2020-04-08 15:20:00,Downtown,SFamousM,['#FTWCity']
2020-04-08 15:20:00,Weston,CuriousIBread,['#FTWSomeWaste']
2020-04-08 15:21:00,Broadview,BusyGBowl59,['#TrustCan']
2020-04-08 15:21:00,Northwest,C2011Murphy,['#EastonWonder']
2020-04-08 15:21:00,Northwest,Ronald1961T,['#GreatPeace']
2020-04-08 15:21:00,Southwest,WileyCPlate,['#deceased']
2020-04-08 15:21:00,West Parton,FearsHazel_BerenguerDog,['#FTWSomeWaste']
2020-04-08 15:22:00,East Parton,FamousHillBowl,['#HSSsquad']
2020-04-08 15:22:00,Southton,Mattie_Williams16,['#GreatPeace']
2020-04-08 15:22:00,Northwest,LazyPlateHarold_Allen,['#Hateneighborhood']
2020-04-08 15:23:00,Weston,CleverMichealHouse,['#alwayssafe']
2020-04-08 15:23:00,Cheddarford,HudsonCat31,['#Hateneighborhood']
2020-04-08 15:23:00,Palace Hills,FleetThomasCouch37,['#FTWVanessa']
2020-04-08 15:23:00,Southwest,CharlesFamousWhite,['#FTWgratreatCan']
2020-04-08 15:24:00,Downtown,WatchesAnnette_BurkDog,['#GreatGo']
2020-04-08 15:24:00,Southton,Alden1965B,['#HataveWonder']
2020-04-08 15:24:00,Southwest,GuapoSCar,['#Hateneighborhood']
2020-04-08 15:25:00,East Parton,ObnoxiousIcecreamMicheal,['#Hateneighborhood']
2020-04-08 15:25:00,Northwest,DisqueLion84,['#HatepowerWonder']
2020-04-08 15:25:00,Downtown,SmartJorgensenBowl48,['#GreatGo']
2020-04-08 15:25:00,Chapparal,TAttentativeG,['#FTWCity']
2020-04-08 15:25:00,Southton,DarkFreebornIcecream,['#deceased']
2020-04-08 15:25:00,Southwest,GuapoEBread94,['#MakesItsomeoneWaste']
2020-04-08 15:26:00,West Parton,WileyHollingsheadBread,['#FTWVanessa']
2020-04-08 15:26:00,Downtown,StubleMouse40,['#alwayssafe']
2020-04-08 15:27:00,Downtown,HoldsParsonFish,['#FTWgreatCan']
2020-04-08 15:27:00,Cheddarford,TerryMouse97,['#Mommy']
2020-04-08 15:27:00,West Parton,Bradford1961,['#Hateneighborhood']
2020-04-08 15:27:00,Southton,RacesArnoldOctopus,['#HataveWonder']
2020-04-08 15:27:00,Cheddarford,GregoryFleetPerry,['#alwayssafe']
2020-04-08 15:27:00,Downtown,Keith_Chavez99,['#alwayssafe']
2020-04-08 15:27:00,Chapparal,Rubottom2003,['#rumble']
2020-04-08 15:27:00,Terrapin Springs,RobertCandidC,['#FloorCan']
2020-04-08 15:28:00,West Parton,GuapoMPlate,['#Winsanything']
2020-04-08 15:28:00,Terrapin Springs,FearsMaritzaWhale,['#Hateneighborhood']
2020-04-08 15:29:00,West Parton,LazyMassenburgBanana55,['#GreatGo']
2020-04-08 15:30:00,Downtown,ObnoxiousVBanana,['#EastonWonder']
2020-04-08 15:30:00,Northwest,Andrea_CreamerBird1990,['#heWaste']
2020-04-08 15:30:00,Palace Hills,DarkRBanana,['#Hateneighborhood']
2020-04-08 15:31:00,Old Town,CuriousCrystalHouse,['#GreatGo']
2020-04-08 15:32:00,Weston,J81Montgomery,['#FTWSomeWaste']
2020-04-08 15:32:00,Terrapin Springs,LockwoodBird27,['#alwayssafe']
2020-04-08 15:32:00,Northwest,FastRHouse1950,['#MakesItinsurance']
2020-04-08 15:32:00,Weston,LazyIvyIcecream,['#Stop']
2020-04-08 15:33:00,Downtown,LovesWilsonHorse,['#FTWCity']
2020-04-08 15:34:00,Palace Hills,Richard2015Jacobs,['#Hateneighborhood']
2020-04-08 15:36:00,Southwest,CandidHouseJohn,['#WinsAt']
2020-04-08 15:37:00,Southwest,Eunice_Dutton1973,['#FTWHelpWaste']
2020-04-08 15:38:00,Weston,G27Craycraft,['#Winsqueasy']
2020-04-08 15:38:00,Southton,FamousMBowl,['#FTWCity']
2020-04-08 15:42:00,Weston,WatchesKathleenCat,['#FTWCity']
2020-04-08 15:42:00,Southwest,Nicholas73J,['#EastonWonder']
2020-04-08 15:44:00,Palace Hills,FleetHBowl,['#Stop']
2020-04-08 15:44:00,Downtown,ACuriousP,['#EastonWonder']
2020-04-08 15:47:00,Downtown,Stacey_MitchellWhale31,['#rumble']
2020-04-08 15:47:00,Southwest,WatchesEgglestonOctopus,['#FTWCity']
2020-04-08 15:52:00,Old Town,Karen2005D,['#WinsbabyCan']
2020-04-08 15:54:00,Southton,Antonio2011Stewart,['#MakesItMarfplace']
2020-04-08 15:55:00,West Parton,OrtizMouse82,['#rumble']
2020-04-08 15:55:00,Terrapin Springs,JulianTallA,['#HateAndWaste']
2020-04-08 15:58:00,Downtown,JohnathanWileyRichardson,['#PoliceCan']
2020-04-08 16:00:00,Pepper Mill,FastTBanana18,['#GreatroadWaste']
2020-04-08 16:00:00,Terrapin Springs,Jeffrey83Rodriguez,['#HatetheCan']
2020-04-08 16:01:00,Scenic Vista,FastLightWaddell,['#NewsWaste']
2020-04-08 16:03:00,Northwest,FuriousCarLuis_Duncan,['#GreatMarfplaceCan']
2020-04-08 16:03:00,Oak Willow,CuriousStancliffLight,['#Greattravelling']
2020-04-08 16:06:00,Old Town,CandidConcettaHouse,['#situation']
2020-04-08 16:07:00,Broadview,TallHousePoirier,['#GreatWowWaste']
2020-04-08 16:08:00,Weston,DFamousLamke,['#GreatSusanWaste']
2020-04-08 16:09:00,Northwest,GuapoCBanana1966,['#HateparksWonder']
2020-04-08 16:09:00,West Parton,James1993J,['#rumble']
2020-04-08 16:09:00,Downtown,Cheryl_MeeksFish82,['#Greatshe']
2020-04-08 16:11:00,Scenic Vista,Murray55,['#augseptWaste']
2020-04-08 16:12:00,Cheddarford,FamousTPlate,['#WinsGlobalWaste']
2020-04-08 16:13:00,Downtown,TVHostBrad,['#praying']
2020-04-08 16:13:00,Safe Town,FearsMelbaBird,['#rumble']
2020-04-08 16:16:00,Easton,CuriousBananaBrent,['#FTWmadmeWonder']
2020-04-08 16:17:00,Palace Hills,CuriousSBread64,"['#rumble', '#quivering']"
2020-04-08 16:19:00,Safe Town,AlwaysSafePowerCompany,['#alwayssafe']
2020-04-08 16:20:00,Scenic Vista,FuriousCouchSergio_Cauffman,['#HateparksWonder']
2020-04-08 16:20:00,Chapparal,SmartCLight,['#HatetheCan']
2020-04-08 16:21:00,Weston,FuriousTwiggsCar1987,['#HateparksWonder']
2020-04-08 16:23:00,Downtown,Stacey_MitchellWhale31,['#HateparksWonder']
2020-04-08 16:23:00,Terrapin Springs,AttentativeFrancisBread2011,['#FTWmadmeWonder']
2020-04-08 16:24:00,Weston,Shannon_Black1953,['#HatetheCan']
2020-04-08 16:24:00,Southton,GuapoMcguinnessBanana,['#FTWmadmeWonder']
2020-04-08 16:25:00,Cheddarford,HoldsMirelesWhale,['#rumble']
2020-04-08 16:25:00,Old Town,Henry_Anderson52,['#alwayssafe']
2020-04-08 16:25:00,Downtown,Louis_EvinsCat47,['#praying']
2020-04-08 16:26:00,Northwest,KennethTallL,['#HatetheCan']
2020-04-08 16:26:00,Southwest,FearsCowerWhale,['#HateparksWonder']
2020-04-08 16:26:00,Northwest,CuriousHouseAnne,['#praying']
2020-04-08 16:26:00,Downtown,TVHostBrad,['#DerekNolanCan']
2020-04-08 16:27:00,Weston,WileyPCandy1999,['#HateparksWonder']
2020-04-08 16:28:00,Weston,LovesJeffreyLion,['#HatetheCan']
2020-04-08 16:28:00,East Parton,FastHouseGonzales,['#FTWmadmeWonder']
2020-04-08 16:29:00,Southton,Linda70W,['#HateparksWonder']
2020-04-08 16:29:00,Southwest,TheresaGuapoO,['#praying']
2020-04-08 16:29:00,Broadview,WileySusanLight,['#alwayssafe']
2020-04-08 16:30:00,Downtown,FleetLeanLight58,['#FTWmadmeWonder']
2020-04-08 16:30:00,Southwest,GuapoJannaCar,['#someone']
2020-04-08 16:30:00,Weston,David54A,['#praying']
2020-04-08 16:31:00,Weston,FastMCandy,['#anything']
2020-04-08 16:32:00,Weston,SmartPierceBread,"['#rumble', '#timeWonder']"
2020-04-08 16:34:00,Southwest,FastTCar,['#FTWmadmeWonder']
2020-04-08 16:34:00,Downtown,M1978Habicht,['#alwayssafe']
2020-04-08 16:34:00,Safe Town,DarkCIcecream,['#WinsaccidentCan']
2020-04-08 16:35:00,Palace Hills,Robert1952,['#FTWthereWaste']
2020-04-08 16:35:00,Southwest,GuapoRBowl1982,['#HateparksWonder']
2020-04-08 16:35:00,Palace Hills,R1969Clark,['#MakesItlong']
2020-04-08 16:36:00,Chapparal,FearsHiraldoFish,['#alwayssafe']
2020-04-08 16:39:00,Terrapin Springs,Thomas1991,['#Saw']
2020-04-08 16:39:00,Weston,RacesWalterBear,['#alwayssafe']
2020-04-08 16:39:00,Broadview,CleverPlateMarie_Wilkins,['#leavingCan']
2020-04-08 16:40:00,Broadview,TallLisaBanana,['#HateparksWonder']
2020-04-08 16:40:00,Cheddarford,CleverJamesPlate,['#alwayssafe']
2020-04-08 16:40:00,Easton,Alex1996Green,['#have']
2020-04-08 16:41:00,Northwest,Marion1952R,['#praying']
2020-04-08 16:41:00,Weston,CleverBowlDavid_Petersen,['#HateWonder']
2020-04-08 16:42:00,Palace Hills,JLazyLeblanc,['#praying']
2020-04-08 16:42:00,Downtown,AttentativeGonzalesBread1994,['#DerekNolanCan']
2020-04-08 16:42:00,Southwest,Bernard1961Dodson,['#alwayssafe']
2020-04-08 16:42:00,Cheddarford,CuriousBananaPaula_Farley,['#MakesItIn']
2020-04-08 16:43:00,Terrapin Springs,SmartWCar95,['#FTWmadmeWonder']
2020-04-08 16:43:00,Old Town,C1980Irvin,['#alwayssafe']
2020-04-08 16:44:00,Palace Hills,RFleetMurphy,['#DerekNolanCan']
2020-04-08 16:44:00,West Parton,RacesAmaroHorse,['#praying']
2020-04-08 16:44:00,Palace Hills,CleverVegterIcecream39,['#alwayssafe']
2020-04-08 16:44:00,Palace Hills,DarkTolbertLight,['#rumble']
2020-04-08 16:45:00,Scenic Vista,GuapoWCouch,['#GreatSchoolWonder']
2020-04-08 16:45:00,Palace Hills,Theresa_Pugh35,['#HateparksWonder']
2020-04-08 16:46:00,Palace Hills,Sullivan36,['#praying']
2020-04-08 16:48:00,Southwest,FastCandyJerry,['#DerekNolanCan']
2020-04-08 16:49:00,Old Town,GeorgiaFuriousBallard,['#HateparksWonder']
2020-04-08 16:50:00,Southton,JasonDog17,['#alwayssafe']
2020-04-08 16:52:00,Southton,FamousBananaJose,['#DerekNolanCan']
2020-04-08 16:55:00,Broadview,Lobue1974,['#HateItsWonder']
2020-04-08 16:58:00,Southton,DarkLivingstonCandy91,['#HateWonder']
2020-04-08 16:58:00,Palace Hills,FuriousBBanana,['#HateJoshuaWaste']
2020-04-08 17:00:00,Safe Town,AttentativeSmallsLight72,['#followsWaste']
2020-04-08 17:00:00,Cheddarford,ObnoxiousArthurCar,['#HateWonder']
2020-04-08 17:00:00,Chapparal,GuapoPlateAnthony,['#rumble']
2020-04-08 17:05:00,Broadview,CuriousDHouse29,['#FTWImWonder']
2020-04-08 17:06:00,Weston,Manuel_OrrLion64,['#answeringCan']
2020-04-08 17:06:00,Old Town,OldTownBlues,['#HateJade']
2020-04-08 17:07:00,Cheddarford,DerekNolan,['#AdministratorSophieWaste']
2020-04-08 17:07:00,West Parton,HWileySoares,['#FTWHimarkersWaste']
2020-04-08 17:08:00,Scenic Vista,ChloeJohnson,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:08:00,Downtown,Wagner2017,['#HateWonder']
2020-04-08 17:09:00,Weston,ObnoxiousRIcecream,['#HateWonder']
2020-04-08 17:10:00,Cheddarford,DerekNolan,['#BOYCOTTBRAD']
2020-04-08 17:11:00,Chapparal,ChemistryTeacherRichardNelson,['#boycottderek']
2020-04-08 17:13:00,Scenic Vista,LovesDarius_BannisterWhale,['#collapsedCan']
2020-04-08 17:13:00,Southton,WilliamsWhale27,['#WinsIts']
2020-04-08 17:13:00,Downtown,W25Coates,['#HateChrisCan']
2020-04-08 17:14:00,Downtown,CuriousCHouse,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:15:00,Oak Willow,SmartBreadLawson,['#moreCan']
2020-04-08 17:16:00,Northwest,SAttentativeSmithey,['#HateWonder']
2020-04-08 17:17:00,Safe Town,FieldEngineerPhillipCarter,['#GreatSafeWonder']
2020-04-08 17:17:00,Northwest,HoldsShirley_JacksonWhale,['#theyCan']
2020-04-08 17:17:00,East Parton,Parrish1969,['#HateWonder']
2020-04-08 17:19:00,Cheddarford,Irma2002Yang,['#HateJade']
2020-04-08 17:20:00,Southwest,RacesMonteHorse,['#HateJade']
2020-04-08 17:20:00,Southwest,J2001Bui,['#HateWonder']
2020-04-08 17:21:00,Scenic Vista,CandidRLight,['#rumble']
2020-04-08 17:22:00,Southton,Donald1975Stark,['#boycottderek']
2020-04-08 17:22:00,Scenic Vista,WileyKCouch,['#WinsIts']
2020-04-08 17:22:00,Scenic Vista,M34Rahmani,['#ItsCan']
2020-04-08 17:23:00,Downtown,NadineGuapoG,['#HateThereCan']
2020-04-08 17:24:00,West Parton,GuapoCouchAnna_Brown,['#WinsneighborhoodWonder']
2020-04-08 17:24:00,Cheddarford,AttentativeMCouch1977,['#HateWonder']
2020-04-08 17:26:00,Southwest,Jill2012Steiner,['#HateUnbelievableCan']
2020-04-08 17:26:00,Cheddarford,PhilipSmartMoore,['#HateWonder']
2020-04-08 17:26:00,Safe Town,PackBear47,['#Winsanyone']
2020-04-08 17:28:00,Broadview,Kenneth_WagnerBird39,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:28:00,Southwest,WatchesRobertsonBird,['#FTWapproaching']
2020-04-08 17:28:00,Downtown,HoldsLeisaLion,['#followsWaste']
2020-04-08 17:29:00,Broadview,WatchesLarkinBear,['#HateWonder']
2020-04-08 17:29:00,Broadview,FearsTrammelBear,['#BOYCOTTBRAD']
2020-04-08 17:30:00,Cheddarford,SObnoxiousWhite,['#AdministratorSophieWaste']
2020-04-08 17:31:00,Southwest,WatchesEgglestonOctopus,['#WinsIts']
2020-04-08 17:31:00,Weston,Meagan_Weiland93,['#followsWaste']
2020-04-08 17:31:00,Northwest,FamousMCandy24,['#BOYCOTTBRAD']
2020-04-08 17:31:00,Palace Hills,SmartFontainePlate1996,['#HateWonder']
2020-04-08 17:31:00,Southwest,GuapoTPlate,['#FTWNewsCan']
2020-04-08 17:32:00,Southwest,PrescottOctopus1983,['#WinsanythingCan']
2020-04-08 17:32:00,Northwest,KathyCuriousAlley,['#GreatmasterpieceWaste']
2020-04-08 17:32:00,Northwest,Otto_Blake46,['#HateJade']
2020-04-08 17:33:00,Terrapin Springs,WileyLornaCouch,['#HateJade']
2020-04-08 17:33:00,Weston,JAttentativeS,['#WinsIts']
2020-04-08 17:34:00,West Parton,MoisesMouse4,['#HateJade']
2020-04-08 17:34:00,Weston,Johnny1958,['#WinsIts']
2020-04-08 17:36:00,Easton,LazyBowlTristan_Williford,['#HateWonder']
2020-04-08 17:36:00,Northwest,Andrew21,['#WinsstruckCan']
2020-04-08 17:36:00,Southwest,Jennifer16M,['#BOYCOTTBRAD']
2020-04-08 17:37:00,Downtown,BLazyJuarez,['#WinsIts']
2020-04-08 17:38:00,Downtown,Wagner2017,['#FTWfailure']
2020-04-08 17:38:00,Cheddarford,FamousLightAnn_Sanchez,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:39:00,Pepper Mill,R1954Leonard,['#HateJade']
2020-04-08 17:40:00,West Parton,RacesArgentinaLion,['#AdministratorSophieWaste']
2020-04-08 17:40:00,Broadview,Herrera7,['#followsWaste']
2020-04-08 17:41:00,Palace Hills,LazyJLight53,['#HateJade']
2020-04-08 17:41:00,Old Town,FearsHerbDog,['#WinsIts']
2020-04-08 17:42:00,Safe Town,Janelle_Beaver32,['#AdministratorSophieWaste']
2020-04-08 17:42:00,Southwest,Matt_McabeeMouse1984,['#WinsIts']
2020-04-08 17:43:00,Northwest,Darcel23,['#followsWaste']
2020-04-08 17:43:00,Palace Hills,BusyHPlate,['#MakesItPoliceCan']
2020-04-08 17:44:00,Southwest,BurtonWhale84,['#boycottderek']
2020-04-08 17:44:00,West Parton,Carol_MorrisWhale2010,['#HateJade']
2020-04-08 17:45:00,Northwest,MDarkMeeker,['#BOYCOTTBRAD']
2020-04-08 17:45:00,Terrapin Springs,ObnoxiousGCouch,['#WinsIts']
2020-04-08 17:45:00,Weston,HoldsEdwardMouse,['#boycottderek']
2020-04-08 17:45:00,East Parton,TallLarsonCar,['#GreatSafeWonder']
2020-04-08 17:46:00,Southton,Christopher_BednarczykDog53,['#HateWonder']
2020-04-08 17:46:00,Palace Hills,Joan_DeponteLion23,['#boycottderek']
2020-04-08 17:46:00,Weston,Susan1955,['#AdministratorSophieWaste']
2020-04-08 17:46:00,Southwest,BusyNCar,['#WinsIts']
2020-04-08 17:46:00,Cheddarford,JohnFuriousH,['#BOYCOTTBRAD']
2020-04-08 17:46:00,Downtown,Richard_FergusonMouse1984,['#HateJade']
2020-04-08 17:47:00,Chapparal,Rodney14Thomas,['#GreatSafeWonder']
2020-04-08 17:47:00,Southton,FearsDemossBird,['#boycottderek']
2020-04-08 17:48:00,Downtown,FuriousECouch32,['#AdministratorSophieWaste']
2020-04-08 17:49:00,Downtown,FearsSusanCat,['#boycottderek']
2020-04-08 17:49:00,Downtown,Vivian91S,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:49:00,Oak Willow,Katherine_Tillman91,['#WinsIts']
2020-04-08 17:50:00,Southwest,DarkPrattisPlate,['#GreatSafeWonder']
2020-04-08 17:50:00,Terrapin Springs,FearsLarryOctopus,['#boycottderek']
2020-04-08 17:51:00,Cheddarford,CuriousBananaGibson,['#followsWaste']
2020-04-08 17:52:00,Scenic Vista,ThomasOctopus2,['#AdministratorSophieWaste']
2020-04-08 17:52:00,Southton,FastBreadJessica,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:53:00,West Parton,RacesAmaroHorse,['#BOYCOTTBRAD']
2020-04-08 17:53:00,Northwest,DarkLightFletcher_Stephens,['#GreatSafeWonder']
2020-04-08 17:53:00,Weston,WatchesBurtWhale,['#Greateggs']
2020-04-08 17:53:00,Weston,CuriousRCar,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:54:00,Southwest,Carlos_Gordon83,['#Greatpower']
2020-04-08 17:54:00,Southton,C73Chappell,['#WinsIts']
2020-04-08 17:54:00,Downtown,Myron_SimmonsOctopus85,['#HateJade']
2020-04-08 17:55:00,Northwest,AttentativeJosephLight,"['#boycottbrad', '#FTWboycottbradWaste']"
2020-04-08 17:56:00,Palace Hills,BusyRodrickCar,['#OceanWaste']
2020-04-08 17:57:00,Palace Hills,Branch16,['#GreatCant']
2020-04-08 17:57:00,Downtown,DarkJasonBread,['#WinssheCan']
2020-04-08 17:57:00,East Parton,GuapoKrellIcecream1988,['#HateevacuatingCan']
2020-04-08 17:57:00,Northwest,Henderson2003,['#GreatSafeWonder']
2020-04-08 18:00:00,Safe Town,FleetBowlChris_Ellis,['#now']
2020-04-08 18:00:00,Downtown,Jackie,['#WinsNo']
2020-04-08 18:00:00,Old Town,CandidTLight,['#HateDontCan']
2020-04-08 18:01:00,Downtown,WileyMCar,['#followsWaste']
2020-04-08 18:02:00,Scenic Vista,JoseWhale1980,['#WinsIts']
2020-04-08 18:02:00,West Parton,CharlesCuriousJ,['#boycottderek']
2020-04-08 18:03:00,Weston,LazyCarSchaffer,['#WinsIts']
2020-04-08 18:04:00,Palace Hills,Ferguson97,['#MakesItanyone']
2020-04-08 18:04:00,Cheddarford,DerekNolan,['#cherylCan']
2020-04-08 18:05:00,Southwest,Maria_Hanisch7,['#boycottderek']
2020-04-08 18:06:00,East Parton,FuriousBCar1978,['#boycottderek']
2020-04-08 18:06:00,Scenic Vista,Mona_ParkDog13,['#WinsIts']
2020-04-08 18:08:00,Weston,CleverIcecreamPatricia,['#informationCan']
2020-04-08 18:09:00,Weston,HoldsAlvaradoWhale,['#MakesIttestingWaste']
2020-04-08 18:09:00,Downtown,JFleetRigel,['#problemsWonder']
2020-04-08 18:12:00,West Parton,AttentativeDBread35,['#GreatWhichWaste']
2020-04-08 18:13:00,Terrapin Springs,AttentativeFrancisBread2011,['#HateWonder']
2020-04-08 18:14:00,Southwest,Nicholas73J,['#WinsIts']
2020-04-08 18:14:00,Southwest,FleetMildensteinHouse,['#HateWonder']
2020-04-08 18:16:00,Southwest,LovesElizabeth_MoralesLion,['#cherylCan']
2020-04-08 18:16:00,Palace Hills,HoldsJustinCat,['#anythingCan']
2020-04-08 18:16:00,Downtown,JFuriousM,['#audience']
2020-04-08 18:17:00,Southwest,DarkCPlate1980,['#WinsNo']
2020-04-08 18:19:00,Downtown,BusyRuthCandy,['#HateWonder']
2020-04-08 18:20:00,Southwest,Bernard1961Dodson,['#WinsIts']
2020-04-08 18:20:00,Southton,FamousMBowl,['#repair']
2020-04-08 18:21:00,West Parton,TallLightSallie,['#cherylCan']
2020-04-08 18:22:00,Southton,BAttentativeM,['#WinsFrank']
2020-04-08 18:22:00,Weston,RichardFuriousRandall,['#WinsIts']
2020-04-08 18:25:00,Weston,LovesBrownHorse,['#cherylCan']
2020-04-08 18:26:00,Weston,WatchesKathleenCat,['#cherylCan']
