time,location,account,cue
2020-04-08 14:28:00,Southwest,WileyRCar,['@ChemistryTeacherRichardNelson']
2020-04-08 14:28:00,Old Town,AttentativeCandyYolanda_Ragland,['@DerekNolan']
2020-04-08 14:29:00,Chapparal,ChemistryTeacherRichardNelson,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:29:00,Chapparal,ChemistryTeacherRichardNelson,['@LovesEric_MiyaLion']
2020-04-08 14:29:00,Northwest,TonyPeterson,['@RachelSimmons']
2020-04-08 14:30:00,Palace Hills,WatchesAngela_RogerCat,['@CassieStones']
2020-04-08 14:30:00,Weston,Susan_Silveri66,['@E1968Buckley']
2020-04-08 14:30:00,Weston,RacesLorenaOctopus,['@WileyMatthewCouch']
2020-04-08 14:30:00,Scenic Vista,CuriousFCandy1979,['@AdministratorSophie']
2020-04-08 14:30:00,Southton,Barbara50,['@ChemistryTeacherRichardNelson']
2020-04-08 14:30:00,Old Town,Linda_Boers77,['@ChemistryTeacherRichardNelson']
2020-04-08 14:30:00,Northwest,DFamousL,['@AlwaysSafePowerCompany']
2020-04-08 14:30:00,Cheddarford,CleverBBowl86,['@Mrs.Tillenbottom']
2020-04-08 14:31:00,Wilson Forest,DareYouToPetTheCat,['@HealthDepartment']
2020-04-08 14:31:00,Easton,HowardLion2010,['@WileyMatthewCouch']
2020-04-08 14:31:00,Downtown,GuapoRenovaIcecream,['@MichaelHorse30']
2020-04-08 14:31:00,Northwest,TonyPeterson,"['@Linda_ConnerBear1991', '@RachelSimmonshoudl']"
2020-04-08 14:31:00,Old Town,RacesCurrinDog,"['@ChemistryTeacherRichardNelson', '@C1980Irvin']"
2020-04-08 14:32:00,Downtown,JFleetRigel,['@AdministratorSophie']
2020-04-08 14:32:00,Cheddarford,DerekNolan,['@AlwaysSafePowerCompany']
2020-04-08 14:32:00,West Parton,Cristina48Mcdaniel,['@ChemistryTeacherRichardNelson']
2020-04-08 14:32:00,Easton,RacesLissetteBear,['@GallopinGary']
2020-04-08 14:32:00,Northwest,TonyPeterson,['@RachelSimmons']
2020-04-08 14:32:00,Southton,LovesRaganBird,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:32:00,Scenic Vista,GeorgeGuapoWingard,['@FastRichPlate']
2020-04-08 14:32:00,Pepper Mill,CassieStones,['@AttentativeBHouse']
2020-04-08 14:32:00,Pepper Mill,CassieStones,['@ObnoxiousWellsPlate']
2020-04-08 14:33:00,Safe Town,I_Can_CookSandwiches,['@CandidHouseRoy']
2020-04-08 14:33:00,West Parton,RachelSimmons,['@TonyPeterson']
2020-04-08 14:33:00,Northwest,Mary5Taylor,"['@Linda_ConnerBear1991', '@RachelSimmonshoudl']"
2020-04-08 14:33:00,Cheddarford,DerekNolan,['@Linda_ConnerBear1991']
2020-04-08 14:33:00,Downtown,AdministratorSophie,['@ChloeJohnson']
2020-04-08 14:33:00,Cheddarford,WileyElliottPlate,['@DerekNolan']
2020-04-08 14:33:00,Palace Hills,Zachary79Jones,['@AdministratorSophie']
2020-04-08 14:33:00,Southton,CandidStrunkCouch1987,['@AlwaysSafePowerCompany']
2020-04-08 14:33:00,Northwest,TonyPeterson,['@RachelSimmons']
2020-04-08 14:34:00,Downtown,Maultsby79,['@AdministratorSophie']
2020-04-08 14:34:00,West Parton,RachelSimmons,['@TonyPeterson']
2020-04-08 14:34:00,West Parton,StephenWileyRobinson,['@LavernAttentativeD']
2020-04-08 14:34:00,Scenic Vista,ChloeJohnson,['@TVHostBrad']
2020-04-08 14:34:00,Cheddarford,DerekNolan,['@AlwaysSafePowerCompany']
2020-04-08 14:34:00,Northwest,BettyBird1978,['@AlwaysSafePowerCompany']
2020-04-08 14:34:00,Scenic Vista,ChloeJohnson,['@ChemistryTeacherRichardNelson']
2020-04-08 14:34:00,Southton,SmartKCandy,['@E1968Buckley']
2020-04-08 14:34:00,Scenic Vista,CandidDrakeCar,['@GuapoRudisillPlate20']
2020-04-08 14:35:00,Chapparal,ChemistryTeacherRichardNelson,['@ChloeJohnson']
2020-04-08 14:35:00,Safe Town,MyronAttentativeM,['@ChemistryTeacherRichardNelson']
2020-04-08 14:35:00,Palace Hills,ChristianCleverL,['@WileyMatthewCouch']
2020-04-08 14:35:00,Weston,AttentativeBHouse,['@DerekNolan']
2020-04-08 14:35:00,Scenic Vista,ChloeJohnson,['@AlwaysSafePowerCompany']
2020-04-08 14:35:00,West Parton,StephenWileyRobinson,"['@Linda_ConnerBear1991', '@RachelSimmonshoudl']"
2020-04-08 14:35:00,Palace Hills,Richard2015Jacobs,['@AdministratorSophie']
2020-04-08 14:35:00,Downtown,TVHostBrad,['@AlwaysSafePowerCompany']
2020-04-08 14:36:00,Downtown,AmyBird1953,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:36:00,Pepper Mill,Anderion,['@DerekNolan']
2020-04-08 14:36:00,West Parton,RachelSimmons,['@Jackie']
2020-04-08 14:36:00,Safe Town,FieldEngineerPhillipCarter,['@CleverPlateVincent']
2020-04-08 14:36:00,Broadview,Lobue1974,"['@Linda_ConnerBear1991', '@RachelSimmonshoudl']"
2020-04-08 14:36:00,Northwest,TonyPeterson,['@RachelSimmons']
2020-04-08 14:36:00,Downtown,Richard_FergusonMouse1984,['@DerekNolan']
2020-04-08 14:36:00,Downtown,Joseph2005Tant,['@ChloeJohnson']
2020-04-08 14:37:00,Southton,ReubenSmartJ,['@GallopinGary']
2020-04-08 14:37:00,Northwest,Karen_LurryBear1987,['@AdministratorSophie']
2020-04-08 14:37:00,Downtown,TVHostBrad,['@WilliamTheThird']
2020-04-08 14:37:00,Scenic Vista,JoseWhale1980,['@KSmartTurner']
2020-04-08 14:37:00,Southwest,LGuapoGray,['@FastRichPlate']
2020-04-08 14:38:00,Old Town,JerryCandidB,['@AdministratorSophie']
2020-04-08 14:38:00,Weston,Elizabeth_Hatton1970,['@FastRichPlate']
2020-04-08 14:38:00,Palace Hills,ClarenceDog2017,['@KSmartTurner']
2020-04-08 14:38:00,Scenic Vista,ChloeJohnson,['@AlwaysSafePowerCompany']
2020-04-08 14:38:00,West Parton,WatchAmbroseLearn,['@HealthDepartment']
2020-04-08 14:38:00,West Parton,SmartSBread25,"['@Linda_ConnerBear1991', '@RachelSimmonshoudl']"
2020-04-08 14:38:00,Chapparal,ChemistryTeacherRichardNelson,['@ChloeJohnson']
2020-04-08 14:38:00,Downtown,AdministratorSophie,['@OldTownGirl']
2020-04-08 14:38:00,Cheddarford,Joyce_Young1957,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:39:00,Chapparal,ChemistryTeacherRichardNelson,['@ChloeJohnson']
2020-04-08 14:39:00,Southton,AttentativeFCar,['@HealthDepartment']
2020-04-08 14:39:00,Downtown,FamousJLight,['@AlwaysSafePowerCompany']
2020-04-08 14:39:00,Broadview,FuriousMCouch97,['@ChemistryTeacherRichardNelson']
2020-04-08 14:39:00,Chapparal,ChemistryTeacherRichardNelson,['@DerekNolan']
2020-04-08 14:39:00,Southton,Bickford1950,['@TheresaDog1987']
2020-04-08 14:39:00,Southwest,JudyLion21,['@TVHostBrad']
2020-04-08 14:39:00,Cheddarford,DerekNolan,['@AdministratorSophie']
2020-04-08 14:40:00,Downtown,TVHostBrad,['@ChloeJohnson']
2020-04-08 14:40:00,East Parton,BusyJudithIcecream,['@CleverMichealHouse']
2020-04-08 14:40:00,Southton,GuapoMcguinnessBanana,['@KSmartTurner']
2020-04-08 14:40:00,Palace Hills,SmartSIcecream15,['@TVHostBrad']
2020-04-08 14:40:00,Easton,CandidGarciaBowl35,['@AdministratorSophie']
2020-04-08 14:40:00,Scenic Vista,ChloeJohnson,['@TVHostBrad']
2020-04-08 14:40:00,Old Town,HoldsEugene_NogglerOctopus,['@WatchAmbroseLearn']
2020-04-08 14:40:00,West Parton,RachelSimmons,['@FuriousRCouch']
2020-04-08 14:40:00,East Parton,CandidDIcecream87,['@AdministratorSophie']
2020-04-08 14:41:00,Southton,LovesWagnerFish,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:41:00,Old Town,LovesRaymondOctopus,['@TheresaDog1987']
2020-04-08 14:41:00,Scenic Vista,ChloeJohnson,['@ChemistryTeacherRichardNelson']
2020-04-08 14:41:00,Northwest,DavisFish8,['@HealthDepartment']
2020-04-08 14:41:00,Palace Hills,CandidCrossLight2012,['@GallopinGary']
2020-04-08 14:42:00,Northwest,HoldsGuillermo_LawtonHorse,['@TheresaDog1987']
2020-04-08 14:42:00,Oak Willow,FearsMicheleCat,['@Linda_ConnerBear1991']
2020-04-08 14:42:00,Cheddarford,RunsThompsonMouse,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:42:00,Chapparal,FleetRudloffHouse,['@AlwaysSafePowerCompany']
2020-04-08 14:42:00,Downtown,AdministratorSophie,['@Paul_Atkinson29']
2020-04-08 14:42:00,Southwest,R1958Stacy,['@HealthDepartment']
2020-04-08 14:42:00,Weston,SmartJBowl,['@AlwaysSafePowerCompany']
2020-04-08 14:42:00,West Parton,WatsonDog3,['@AttentativeBHouse']
2020-04-08 14:43:00,Weston,R11Bustamente,['@AlwaysSafePowerCompany']
2020-04-08 14:43:00,Safe Town,JFuriousW,['@HealthDepartment']
2020-04-08 14:43:00,Southwest,CandidEwingPlate2011,['@FastRichPlate']
2020-04-08 14:43:00,Northwest,FuriousCLight,['@TheresaDog1987']
2020-04-08 14:43:00,Old Town,WilliamCleverSmith,['@AdministratorSophie']
2020-04-08 14:43:00,Southton,BAttentativeM,['@WileyMatthewCouch']
2020-04-08 14:43:00,Southton,FamousSoriaPlate26,['@AdministratorSophie']
2020-04-08 14:43:00,Southton,Elaine81,['@FuriousRCouch']
2020-04-08 14:43:00,Chapparal,CandidPlateKenneth,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:43:00,Chapparal,ChemistryTeacherRichardNelson,['@ChloeJohnson']
2020-04-08 14:43:00,West Parton,DarkHouseBrian_Ingram,['@CandidHouseRoy']
2020-04-08 14:44:00,Terrapin Springs,Casillas1974,['@AlwaysSafePowerCompany']
2020-04-08 14:44:00,Southwest,BusyCarpenterCar52,['@AdministratorSophie']
2020-04-08 14:44:00,Scenic Vista,ChloeJohnson,['@ChemistryTeacherRichardNelson']
2020-04-08 14:44:00,Palace Hills,Phillip9N,['@AlwaysSafePowerCompany']
2020-04-08 14:44:00,Downtown,RacesAnthony_ShellWhale,['@TVHostBrad']
2020-04-08 14:44:00,Downtown,RFamousFenstermacher,['@FastRichPlate']
2020-04-08 14:45:00,Palace Hills,FamousBowlPatricia,['@TheresaDog1987']
2020-04-08 14:45:00,Easton,GuapoMCar,['@RachelSimmons']
2020-04-08 14:45:00,Weston,Shannon_Black1953,['@AlwaysSafePowerCompany']
2020-04-08 14:45:00,Southton,Brinton1953,['@AlwaysSafePowerCompany']
2020-04-08 14:45:00,Palace Hills,AttentativeEBanana,"['@RacesKathleenBear', '@CandidBananaJacqueline_Kimbrough']"
2020-04-08 14:45:00,Scenic Vista,JObnoxiousAntolin,['@Emil_Bearden32']
2020-04-08 14:45:00,Downtown,TVHostBrad,['@ChloeJohnson']
2020-04-08 14:45:00,Old Town,WatchesMielkeMouse,"['@ChemistryTeacherRichardNelson', '@C1980Irvin']"
2020-04-08 14:45:00,Southwest,DarkCandyMary_Moorehouse,['@FastRichPlate']
2020-04-08 14:45:00,Weston,AnnetteMouse1955,['@Linda_ConnerBear1991']
2020-04-08 14:45:00,Safe Town,A1958Michel,['@ChloeJohnson']
2020-04-08 14:46:00,West Parton,D1975Mccord,['@RachelSimmons']
2020-04-08 14:46:00,Chapparal,ObnoxiousCouchJackson,['@TVHostBrad']
2020-04-08 14:46:00,East Parton,Osborne44,['@TVHostBrad']
2020-04-08 14:46:00,Pepper Mill,Anderion,['@HSS']
2020-04-08 14:46:00,Scenic Vista,ObnoxiousJHouse,['@TheresaDog1987']
2020-04-08 14:46:00,Weston,SmartCCouch58,['@OldTownGirl']
2020-04-08 14:46:00,Downtown,FamousThomasIcecream,['@AdministratorSophie']
2020-04-08 14:46:00,Weston,Plante81,['@AlwaysSafePowerCompany']
2020-04-08 14:46:00,West Parton,ObnoxiousDelacruzPlate,['@FastRichPlate']
2020-04-08 14:46:00,Downtown,AdministratorSophie,['@DerekNolan']
2020-04-08 14:46:00,Palace Hills,HoldsAvalosBird,['@CleverPlateVincent']
2020-04-08 14:47:00,Downtown,PaulWhale45,['@AlwaysSafePowerCompany']
2020-04-08 14:47:00,Weston,FuriousFranklinBanana,['@AdministratorSophie']
2020-04-08 14:47:00,Northwest,FuriousDarrellCouch,['@TonyPeterson']
2020-04-08 14:47:00,Terrapin Springs,BusyBowlMary,['@AttentativeBHouse']
2020-04-08 14:47:00,Northwest,SmartCarLisa,['@ChemistryTeacherRichardNelson']
2020-04-08 14:47:00,Southwest,Morse1989,['@TallGBanana15']
2020-04-08 14:47:00,Wilson Forest,DareYouToPetTheCat,['@DerekNolan']
2020-04-08 14:47:00,Northwest,ObnoxiousIcecreamGrimes,['@AdministratorSophie']
2020-04-08 14:48:00,Cheddarford,WatchesConnellCat,"['@Linda_ConnerBear1991', '@RachelSimmonshoudl']"
2020-04-08 14:48:00,Palace Hills,DarkTolbertLight,['@TVHostBrad']
2020-04-08 14:48:00,Downtown,TallEvelynCandy,['@FastRichPlate']
2020-04-08 14:48:00,Northwest,TonyPeterson,['@ChemistryTeacherRichardNelson']
2020-04-08 14:48:00,Scenic Vista,JamesOctopus74,['@CandidHouseRoy']
2020-04-08 14:48:00,Oak Willow,GuapoFergCouch,['@AlwaysSafePowerCompany']
2020-04-08 14:48:00,Weston,CleverMichealHouse,['@RachelSimmons']
2020-04-08 14:49:00,Southton,DarkBrittanyCouch,['@TonyPeterson']
2020-04-08 14:49:00,West Parton,ObnoxiousBLight1983,['@AlwaysSafePowerCompany']
2020-04-08 14:49:00,Weston,WileyBPlate,['@TVHostBrad']
2020-04-08 14:49:00,Weston,RacesWalterBear,['@RachelSimmons']
2020-04-08 14:49:00,Southwest,CandidUzielCouch1967,['@RachelSimmons']
2020-04-08 14:49:00,Southton,BrandieFleetRangel,['@AttentativeBHouse']
2020-04-08 14:49:00,Weston,FastPlateJames_Perez,['@RachelSimmons']
2020-04-08 14:49:00,West Parton,CharlesCuriousJ,['@AlwaysSafePowerCompany']
2020-04-08 14:49:00,Southton,CandidMolleurCouch,['@AlwaysSafePowerCompany']
2020-04-08 14:49:00,Chapparal,SmartMelvinHouse,['@ChloeJohnson']
2020-04-08 14:49:00,Weston,MaresFish90,['@AdministratorSophie']
2020-04-08 14:50:00,Southwest,SmartAIcecream44,['@ChemistryTeacherRichardNelson']
2020-04-08 14:50:00,Cheddarford,RunsCombsCat,['@TVHostBrad']
2020-04-08 14:50:00,Southwest,FastTPlate,['@AlwaysSafePowerCompany']
2020-04-08 14:50:00,Weston,WileyLLight,['@AttentativeBHouse']
2020-04-08 14:50:00,Weston,FastABanana,['@ChloeJohnson']
2020-04-08 14:50:00,Weston,Steven_BoyceWhale87,['@TonyPeterson']
2020-04-08 14:50:00,Palace Hills,CuriousBrassCandy,['@DennisOctopus1978']
2020-04-08 14:50:00,Palace Hills,JFuriousB,['@DerekNolan']
2020-04-08 14:50:00,Downtown,GuapoBCouch,['@AdministratorSophie']
2020-04-08 14:50:00,Scenic Vista,GuapoMeghanBanana,['@AlwaysSafePowerCompany']
2020-04-08 14:50:00,Northwest,CleverPCar,['@Mrs.Tillenbottom']
2020-04-08 14:50:00,Easton,RunsVillalpandoWhale,['@AdministoghetherratoghetherorSophie']
2020-04-08 14:50:00,Southton,NaefBird51,['@FuriousRCouch']
2020-04-08 14:50:00,Scenic Vista,AttentativeBananaJeannine_Chan,['@Paul_Atkinson29']
2020-04-08 14:50:00,Downtown,CuriousKBread,['@SmartEdithBread']
2020-04-08 14:50:00,East Parton,CandidCalvinBanana,['@TVHostBrad']
2020-04-08 14:51:00,Downtown,FearsAbrahamHorse,['@AttentativeBHouse']
2020-04-08 14:51:00,Southton,JoyceWhale1979,['@AdministratorSophie']
2020-04-08 14:51:00,Southton,S1973Osborn,['@ChemistryTeacherRichardNelson']
2020-04-08 14:51:00,Terrapin Springs,Thomas1991,['@HealthDepartment']
2020-04-08 14:51:00,Northwest,Perna2004,['@Jackie']
2020-04-08 14:51:00,Weston,CuriousBananaHarper,['@TonyPeterson']
2020-04-08 14:51:00,Easton,HowardLion2010,['@CleverPlateVincent']
2020-04-08 14:51:00,Scenic Vista,ObnoxiousSwindellCandy73,['@AdministratorSophie']
2020-04-08 14:51:00,Palace Hills,KellerFish1960,['@FastRichPlate']
2020-04-08 14:51:00,Terrapin Springs,WileyCandyTina_Coble,['@AlwaysSafePowerCompany']
2020-04-08 14:51:00,Palace Hills,WileyCarJaimes,['@AlwaysSafePowerCompany']
2020-04-08 14:51:00,Southton,GuapoRBowl,['@TVHostBrad']
2020-04-08 14:51:00,Palace Hills,CleverScottPlate1964,['@CleverPattiBread']
2020-04-08 14:51:00,Downtown,R76Burrus,['@AlwaysSafePowerCompany']
2020-04-08 14:52:00,Palace Hills,Rachel1980Mozingo,['@OldTownGirl']
2020-04-08 14:52:00,Cheddarford,DarkIcecreamFrancois,['@AdministratorSophie']
2020-04-08 14:52:00,Downtown,BTallMosley,['@KSmartTurner']
2020-04-08 14:52:00,Weston,AttentativeDavidBread,['@E1968Buckley']
2020-04-08 14:52:00,Cheddarford,HelenCuriousC,['@AdministratorSophie']
2020-04-08 14:52:00,Southton,FearsTheresa_HaleyMouse,['@AlwaysSafePowerCompany']
2020-04-08 14:52:00,Cheddarford,HoldsKristyBear,['@Jackie']
2020-04-08 14:52:00,Southton,RacesArnoldOctopus,['@LovesEric_MiyaLion']
2020-04-08 14:52:00,Weston,FleetHiltonCandy1964,['@RachelSimmons']
2020-04-08 14:52:00,Downtown,CandidLBread,['@FastRichPlate']
2020-04-08 14:52:00,Scenic Vista,G2015Howland,['@DennisOctopus1978']
2020-04-08 14:52:00,Chapparal,CuriousEllenCar,['@TVHostBrad']
2020-04-08 14:52:00,Southton,FuriousHBowl,['@ChemistryTeacherRichardNelson']
2020-04-08 14:52:00,Southton,CandidHaroldPlate,['@Jack']
2020-04-08 14:53:00,Downtown,FuriousCouchRobert_Kroll,['@TheresaDog1987']
2020-04-08 14:53:00,Northwest,LovesWilliamMouse,['@ChloeJohnson']
2020-04-08 14:53:00,Northwest,Sara2002C,['@AdministratorSophie']
2020-04-08 14:53:00,Weston,HerbertBusyM,['@TVHostBrad']
2020-04-08 14:53:00,Southwest,DAttentativeAnderson,['@DerekNolan']
2020-04-08 14:53:00,Weston,LazyIvyIcecream,['@TonyPeterson']
2020-04-08 14:53:00,Cheddarford,WatchesConnellCat,['@Paul_Atkinson29']
2020-04-08 14:53:00,Southton,WalterBear25,['@RachelSimmons']
2020-04-08 14:53:00,Cheddarford,LazyMPlate,['@TVHostBrad']
2020-04-08 14:53:00,Safe Town,FamousRIcecream,['@RachelSimmons']
2020-04-08 14:54:00,Northwest,HoldsShirley_JacksonWhale,['@Paul_Atkinson29']
2020-04-08 14:54:00,Downtown,M46Kennedy,['@ChloeJohnson']
2020-04-08 14:54:00,Northwest,Elizabeth_Csaszar58,['@Jack']
2020-04-08 14:54:00,Scenic Vista,ObnoxiousJHouse,['@DennisOctopus1978']
2020-04-08 14:54:00,Oak Willow,F1969Neal,['@AlwaysSafePowerCompany']
2020-04-08 14:54:00,Old Town,Douglas1992B,['@OldTownGirl']
2020-04-08 14:54:00,Southton,RichardFamousVogel,['@TVHostBrad']
2020-04-08 14:54:00,Scenic Vista,Jose_UrbancicFish1982,['@AdministratorSophie']
2020-04-08 14:54:00,Weston,Nora_GilbertBird2001,['@AlwaysSafePowerCompany']
2020-04-08 14:54:00,Downtown,SmartMCandy,['@AlwaysSafePowerCompany']
2020-04-08 14:54:00,Safe Town,AlwaysSafePowerCompany,['@ChloeJohnson']
2020-04-08 14:54:00,Southton,Elaine81,['@AlwaysSafePowerCompany']
2020-04-08 14:54:00,Weston,FastBarthelIcecream,['@FastRichPlate']
2020-04-08 14:55:00,Southton,S1973Osborn,['@Mrs.Tillenbottom']
2020-04-08 14:55:00,Weston,BusyBreadCarmen_Wentworth,['@E1968Buckley']
2020-04-08 14:55:00,Weston,SFleetBlumenthal,['@FastRichPlate']
2020-04-08 14:55:00,Downtown,John1970Dyson,['@ChemistryTeacherRichardNelson']
2020-04-08 14:55:00,Easton,FuriousPlateMary,['@TVHostBrad']
2020-04-08 14:55:00,Southwest,FamousWHouse,['@ObnoxiousWellsPlate']
2020-04-08 14:55:00,Southwest,NicoleBear93,['@Jackie']
2020-04-08 14:55:00,Weston,Cummings26,['@AlwaysSafePowerCompany']
2020-04-08 14:55:00,Pepper Mill,FleetJIcecream,['@WilliamTheThird']
2020-04-08 14:55:00,Old Town,ObnoxiousSBanana54,['@Chocolatte']
2020-04-08 14:55:00,Southton,FleetBergsmaIcecream,['@OldTownGirl']
2020-04-08 14:55:00,Scenic Vista,M34Rahmani,['@Jack']
2020-04-08 14:55:00,Palace Hills,FamousBreadEpps,['@AlwaysSafePowerCompany']
2020-04-08 14:55:00,Terrapin Springs,TallOwensCar,['@DerekNolan']
2020-04-08 14:55:00,Broadview,FuriousCastellanoHouse19,['@LovesEric_MiyaLion']
2020-04-08 14:56:00,Southwest,RunsMargo_BiermannHorse,['@AdministratorSophie']
2020-04-08 14:56:00,Palace Hills,VivianSmartH,['@Jackie']
2020-04-08 14:56:00,Scenic Vista,ChloeJohnson,['@TVHostBrad']
2020-04-08 14:56:00,Southwest,ObnoxiousCPlate1993,['@ChemistryTeacherRichardNelson']
2020-04-08 14:56:00,West Parton,RunsSmithOctopus,['@E1968Buckley']
2020-04-08 14:56:00,Terrapin Springs,IraSmartHill,['@DennisOctopus1978']
2020-04-08 14:56:00,Southwest,Beatrice_Lyons1966,['@RachelSimmons']
2020-04-08 14:56:00,Southton,GuapoHamBanana1967,['@Paul_Atkinson29']
2020-04-08 14:56:00,Weston,BusyJoHouse,['@ChemistryTeacherRichardNelson']
2020-04-08 14:56:00,Southton,Charles2000,['@RachelSimmons']
2020-04-08 14:56:00,Palace Hills,CuriousWBanana73,['@AlwaysSafePowerCompany']
2020-04-08 14:57:00,Weston,CleverBreadHenry_Ingram,['@Chocolatte']
2020-04-08 14:57:00,Palace Hills,Mcadory61,['@FuriousRCouch']
2020-04-08 14:57:00,Southton,LazyMBread,['@FastRichPlate']
2020-04-08 14:57:00,Northwest,SmartCarLisa,['@Jackie']
2020-04-08 14:57:00,Northwest,WileyJonesCandy1950,['@AdministratorSophie']
2020-04-08 14:57:00,Southton,TallDHouse,['@Paul_Atkinson29']
2020-04-08 14:57:00,Old Town,Douglas1992B,['@DennisOctopus1978']
2020-04-08 14:57:00,Downtown,BusyFlemingPlate,['@TonyPeterson']
2020-04-08 14:57:00,Safe Town,FieldEngineerPhillipCarter,['@Ayres1995']
2020-04-08 14:57:00,Safe Town,Michele1984Grover,['@OldTownGirl']
2020-04-08 14:57:00,Scenic Vista,CleverIcecreamPatricia_Tarango,['@DerekNolan']
2020-04-08 14:57:00,Easton,MaxwellDog2017,['@ChloeJohnson']
2020-04-08 14:57:00,Downtown,Brandi1970,['@DerekNolan']
2020-04-08 14:58:00,Cheddarford,Robert_Marrero56,['@ChemistryTeacherRichardNelson']
2020-04-08 14:58:00,Downtown,RacesMontoyaMouse,['@ChloeJohnson']
2020-04-08 14:58:00,Downtown,WileyWCandy,['@CandidHouseRoy']
2020-04-08 14:58:00,Weston,LydiaFastGarcia,['@ChemistryTeacherRichardNelson']
2020-04-08 14:58:00,Southwest,DarkLightCharles_Fornili,['@RachelSimmons']
2020-04-08 14:58:00,Downtown,DavidBird2004,['@FuriousRCouch']
2020-04-08 14:58:00,Cheddarford,RTallHolmes,['@RachelSimmons']
2020-04-08 14:58:00,Downtown,Mitchell2002,['@CleverPlateVincent']
2020-04-08 14:58:00,Scenic Vista,LazyRobinsonLight2011,['@AlwaysSafePowerCompany']
2020-04-08 14:58:00,Southwest,FamousBreadHamann,['@FastRichPlate']
2020-04-08 14:58:00,Southton,Benford1973,['@ChemistryTeacherRichardNelson']
2020-04-08 14:58:00,Palace Hills,FuriousTBanana71,['@Paul_Atkinson29']
2020-04-08 14:58:00,Old Town,DarkMontanoPlate,['@AttentativeBHouse']
2020-04-08 14:58:00,Downtown,TObnoxiousLemle,['@DerekNolan']
2020-04-08 14:58:00,Cheddarford,GuapoWilsonBread,['@AdministratorSophie']
2020-04-08 14:58:00,Easton,FleetPlateHugh_Figueras,['@LovesEric_MiyaLion']
2020-04-08 14:58:00,Chapparal,Chad_BarronMouse1962,['@AlwaysSafePowerCompany']
2020-04-08 14:58:00,Weston,Lamison2012,['@Jack']
2020-04-08 14:58:00,Palace Hills,CleverCandyElaine_Marte,['@Mrs.Tillenbottom']
2020-04-08 14:59:00,Weston,RacesMichael_ReesBear,['@Jack']
2020-04-08 14:59:00,Downtown,LizComputerWiz,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 14:59:00,Northwest,LazyGCandy56,['@DerekNolan']
2020-04-08 14:59:00,Southton,Lachelle1954,['@AlwaysSafePowerCompany']
2020-04-08 14:59:00,Scenic Vista,Heather2009,['@Paul_Atkinson29']
2020-04-08 14:59:00,Weston,DarkCarDarrell,['@AlwaysSafePowerCompany']
2020-04-08 14:59:00,Terrapin Springs,RunsHelenBird,['@ChloeJohnson']
2020-04-08 14:59:00,Downtown,RFamousFenstermacher,['@ChloeJohnson']
2020-04-08 14:59:00,Palace Hills,FuriousLCouch,['@RachelSimmons']
2020-04-08 14:59:00,West Parton,LazyBBowl1988,['@OldTownGirl']
2020-04-08 14:59:00,Downtown,FearsStephanieDog,['@Mrs.Tillenbottom']
2020-04-08 14:59:00,Downtown,JFuriousM,['@DerekNolan']
2020-04-08 15:00:00,East Parton,RobertDarkObrian,['@E1968Buckley']
2020-04-08 15:00:00,Palace Hills,CrosslandBird1986,['@AdministratorSophie']
2020-04-08 15:00:00,Downtown,Lyford54,['@TVHostBrad']
2020-04-08 15:00:00,Southton,Ronald15Wooten,['@ChemistryTeacherRichardNelson']
2020-04-08 15:00:00,Palace Hills,RacesDouglas_LipseyWhale,['@ChloeJohnson']
2020-04-08 15:00:00,Palace Hills,TallBreadJoseph,['@Jackie']
2020-04-08 15:00:00,Southwest,BurtonWhale84,['@LovesEric_MiyaLion']
2020-04-08 15:01:00,Downtown,FleetWilliamsCandy1967,['@AlwaysSafePowerCompany']
2020-04-08 15:01:00,Weston,Doris1976,['@DerekNolan']
2020-04-08 15:01:00,Palace Hills,Sarah51Chan,['@TVHostBrad']
2020-04-08 15:01:00,Southwest,Tonya1989Ross,['@AlwaysSafePowerCompany']
2020-04-08 15:01:00,Northwest,Yvette_LuchtLion95,"['@ChemistryTeacherRichardNelson', '@C1980Irvin']"
2020-04-08 15:01:00,Southwest,AnthonyAttentativeM,['@ChloeJohnson']
2020-04-08 15:01:00,East Parton,Neva1973Briscoe,['@TonyPeterson']
2020-04-08 15:01:00,Terrapin Springs,WileyRIcecream86,['@RachelSimmons']
2020-04-08 15:01:00,Northwest,SFuriousUrquhart,['@ChemistryTeacherRichardNelson']
2020-04-08 15:02:00,Weston,JGuapoIkehara,['@RachelSimmons']
2020-04-08 15:02:00,Weston,FamousMistrotCouch82,['@TVHostBrad']
2020-04-08 15:02:00,Northwest,AttentativeJosephLight,['@TVHostBrad']
2020-04-08 15:02:00,Downtown,RFuriousThacker,['@AdministoghetherratoghetherorSophie']
