time,sensorId,value
4205,6,15.02
4205,9,15.64
4205,11,20.21
4205,12,15.15
4205,13,14.55
4205,14,15.28
4205,15,15.79
4206,1,14.46
4206,4,15.07
4206,6,14.93
4206,9,15.72
4206,11,22.21
4206,12,16.64
4206,13,14.54
4206,14,14.56
4206,15,14.66
4207,1,15.43
4207,4,15.38
4207,6,15.2
4207,9,13.88
4207,11,54.34
4207,12,20.49
4207,13,14.55
4207,14,14.93
4208,1,13.87
4208,4,13.49
4208,6,15.29
4208,9,14.57
4208,11,22.68
4208,12,23.59
4208,13,14.36
4208,14,14.1
4209,1,13.52
4209,4,14.07
4209,6,13.41
4209,9,14.09
4209,11,20.77
4209,12,17.6
4209,13,13.54
4209,14,15.15
4210,1,14.53
4210,4,15.85
4210,6,13.66
4210,9,15.0
4210,11,19.93
4210,12,14.78
4210,13,14.18
4210,14,12.93
4211,1,14.64
4211,4,15.01
4211,6,15.49
4211,9,15.03
4211,11,19.8
4211,12,14.3
4211,13,16.48
4211,14,13.96
4212,1,15.27
4212,4,14.6
4212,6,14.83
4212,9,15.6
4212,11,18.76
4212,12,13.72
4212,13,13.28
4212,14,15.03
4213,1,14.77
4213,4,15.47
4213,6,15.48
4213,9,14.61
4213,11,18.75
4213,12,14.58
4213,13,15.06
4213,14,14.7
4214,1,14.79
4214,4,15.02
4214,6,15.93
4214,9,15.68
4214,11,19.87
4214,12,14.19
4214,13,14.49
4214,14,14.22
4215,1,14.64
4215,4,14.63
4215,6,14.47
4215,9,13.81
4215,11,19.38
4215,12,14.53
4215,13,14.6
4215,14,14.65
4216,1,14.59
4216,4,15.25
4216,6,14.22
4216,9,14.82
4216,11,18.82
4216,12,14.53
4216,13,15.01
4216,14,14.07
4217,1,13.96
4217,4,14.7
4217,6,15.16
4217,9,13.72
4217,11,19.67
4217,12,15.03
4217,13,13.97
4217,14,14.88
4218,1,14.98
4218,4,14.11
4218,6,14.26
4218,9,14.57
4218,11,19.08
4218,12,14.13
4218,13,14.16
4218,14,15.25
4219,1,14.44
4219,4,15.0
4219,6,14.2
4219,9,14.66
4219,11,18.87
4219,12,15.05
4219,13,14.77
4219,14,15.11
4220,1,16.02
4220,4,14.83
4220,6,14.79
4220,9,15.03
4220,11,18.6
4220,12,14.29
4220,13,15.17
4220,14,14.07
4221,1,13.97
4221,4,14.97
4221,6,14.49
4221,9,14.56
4221,11,19.28
4221,12,15.17
4221,13,15.41
4221,14,15.13
4222,1,14.45
4222,4,15.14
4222,6,13.4
4222,9,14.73
4222,11,18.92
4222,12,14.08
4222,13,28.5
4222,14,14.41
4223,1,13.22
4223,4,14.9
4223,6,14.69
4223,9,13.67
4223,11,20.11
4223,12,14.67
4223,13,14.84
4223,14,13.57
4224,1,13.46
4224,4,15.71
4224,6,14.18
4224,9,15.1
4224,11,18.89
4224,12,14.06
4224,13,16.25
4224,14,15.76
4225,1,14.12
4225,4,14.45
4225,6,15.01
4225,9,14.73
4225,11,20.08
4225,12,14.89
4225,13,14.71
4225,14,15.12
4226,1,14.11
4226,4,14.94
4226,6,14.0
4226,9,15.08
4226,11,20.45
4226,12,15.9
4226,13,15.78
4226,14,15.54
4227,1,15.56
4227,4,15.5
4227,6,14.52
4227,9,13.57
4227,11,19.65
4227,12,15.04
4227,13,14.17
4227,14,13.91
4228,1,14.26
4228,4,14.45
4228,6,14.74
4228,9,14.13
4228,11,19.8
4228,12,14.04
4228,13,15.72
4228,14,13.88
4229,1,13.97
4229,4,14.23
4229,6,15.43
4229,9,14.84
4229,11,19.69
4229,12,14.9
4229,13,13.91
4229,14,15.03
4230,1,14.29
4230,4,12.99
4230,6,14.68
4230,9,13.71
4230,11,19.56
4230,12,13.86
4230,13,13.62
4230,14,12.88
4231,1,13.66
4231,4,14.18
4231,6,13.4
4231,9,14.22
4231,11,20.21
4231,12,14.07
4231,13,14.82
4231,14,13.73
4232,1,14.97
4232,4,13.78
4232,6,15.45
4232,9,14.79
4232,11,20.25
4232,12,14.08
4232,13,49.67
4232,14,13.68
4233,1,13.42
4233,4,14.07
4233,6,15.33
4233,9,14.86
4233,11,18.86
4233,12,14.52
4233,13,14.46
4233,14,14.71
4234,1,14.04
4234,4,14.69
4234,6,14.46
4234,9,14.33
4234,11,19.86
4234,12,14.31
4234,13,14.89
4234,14,15.04
4235,1,16.04
4235,4,14.74
4235,6,14.61
4235,9,14.95
4235,11,19.71
4235,12,15.87
4235,13,15.74
4235,14,13.39
4236,1,15.13
4236,4,14.34
4236,6,15.21
4236,9,14.97
4236,11,20.06
4236,12,14.51
4236,13,14.79
4236,14,14.1
4237,1,14.15
4237,4,15.01
4237,6,14.95
4237,9,13.46
4237,11,20.42
4237,12,14.63
4237,13,15.15
4237,14,15.34
4238,1,16.0
4238,4,13.53
4238,6,14.66
4238,9,14.33
4238,11,19.16
4238,12,15.75
4238,13,14.76
4238,14,13.44
4239,1,13.46
4239,4,14.07
4239,6,13.13
4239,9,13.87
4239,11,21.0
4239,12,15.0
4239,13,14.67
4239,14,14.32
4240,1,14.55
4240,4,16.07
4240,6,16.02
4240,9,15.37
4240,11,19.38
4240,12,14.25
4240,13,14.16
4240,14,14.48
4241,1,13.07
4241,4,13.83
4241,6,14.95
4241,9,15.69
4241,11,18.76
4241,12,15.15
4241,13,13.43
4241,14,15.52
4242,1,15.22
4242,4,13.26
4242,6,13.69
4242,9,14.3
4242,11,18.69
4242,12,14.69
4242,13,14.29
4242,14,14.83
4243,1,15.4
4243,4,14.59
4243,6,15.18
4243,9,14.3
4243,11,19.65
4243,12,14.68
4243,13,13.85
4243,14,14.27
4244,1,14.74
4244,4,13.71
4244,6,13.84
4244,9,13.67
4244,11,19.02
4244,12,15.42
4244,13,14.37
4244,14,14.31
4245,1,15.12
4245,4,14.83
4245,6,14.95
4245,9,14.26
4245,11,20.02
4245,12,15.73
4245,13,15.6
4245,14,15.14
4246,1,15.13
4246,4,15.47
4246,6,15.21
4246,9,14.71
4246,11,19.95
4246,12,15.22
4246,13,14.69
4246,14,15.06
4247,1,14.31
4247,4,16.4
4247,6,14.9
4247,9,13.91
4247,11,18.93
4247,12,13.5
4247,13,13.89
4247,14,14.48
4248,1,13.55
4248,4,15.87
4248,6,14.32
4248,9,13.4
4248,11,20.38
4248,12,14.39
4248,13,15.16
4248,14,14.7
4249,1,13.45
4249,4,15.25
4249,6,13.8
4249,9,14.18
4249,11,20.02
4249,12,14.58
4249,13,14.4
4249,14,14.37
4250,1,15.74
4250,4,14.39
4250,6,15.11
4250,9,13.24
4250,11,19.63
4250,12,13.84
4250,13,13.99
4250,14,15.46
4251,1,14.74
4251,4,16.28
4251,6,13.04
4251,9,14.98
4251,11,20.91
4251,12,14.77
4251,13,15.5
4251,14,14.39
4252,1,14.7
4252,4,14.94
4252,6,16.01
4252,9,13.53
4252,11,19.46
4252,12,14.81
4252,13,13.8
4252,14,13.61
4253,1,14.41
4253,4,13.37
4253,6,14.68
4253,9,13.84
4253,11,20.45
4253,12,14.38
4253,13,15.46
4253,14,14.45
4254,1,13.76
4254,4,14.97
4254,6,16.07
4254,9,14.16
4254,11,21.85
4254,12,15.51
4254,13,14.32
4254,14,13.79
4255,1,15.14
4255,4,13.98
4255,6,14.9
4255,9,15.15
4255,11,19.91
4255,12,14.13
4255,13,14.22
4255,14,15.26
4256,1,14.61
4256,4,15.57
4256,6,14.55
4256,9,14.6
4256,11,19.13
4256,12,14.85
4256,13,14.58
4256,14,16.24
4257,1,13.08
4257,4,14.63
4257,6,14.29
4257,9,13.99
4257,11,19.8
4257,12,14.27
4257,13,14.99
4257,14,15.57
4258,1,15.05
4258,4,15.51
4258,6,13.69
4258,9,13.95
4258,11,20.73
4258,12,14.76
4258,13,15.07
4258,14,15.53
4259,1,13.44
4259,4,14.71
4259,6,13.61
4259,9,15.23
4259,11,19.79
4259,12,14.73
4259,13,14.9
4259,14,14.77
4260,1,15.82
4260,4,14.52
4260,6,14.83
4260,9,15.05
4260,11,19.05
4260,12,14.71
4260,13,13.95
4260,14,14.84
4261,1,13.64
4261,4,14.41
4261,6,15.55
4261,9,15.01
4261,11,19.24
4261,12,14.12
4261,13,14.99
4261,14,15.25
4262,1,14.89
4262,4,14.55
4262,6,16.04
4262,9,14.95
4262,11,19.32
4262,12,14.39
4262,13,15.36
4262,14,14.32
4263,1,14.81
4263,4,13.43
4263,6,14.98
4263,9,14.87
4263,11,19.32
4263,12,14.01
4263,13,13.93
4263,14,13.66
4264,1,14.27
4264,4,15.28
4264,6,15.04
4264,9,13.44
4264,11,18.82
4264,12,15.35
4264,13,14.68
4264,14,14.77
4265,1,14.27
4265,4,14.92
4265,6,15.56
4265,9,14.73
4265,11,20.52
4265,12,14.37
4265,13,13.93
4265,14,13.51
4266,1,15.26
4266,4,13.69
4266,6,14.04
4266,9,14.61
4266,11,19.97
4266,12,14.14
4266,13,13.44
4266,14,13.91
4267,1,14.15
4267,4,14.48
4267,6,13.9
4267,9,14.03
4267,11,20.37
4267,12,14.7
4267,13,14.9
4267,14,14.64
4268,1,15.46
4268,4,15.36
4268,6,15.03
4268,9,15.33
4268,11,19.24
4268,12,14.56
4268,13,14.33
4268,14,15.35
4269,1,14.02
4269,4,15.5
4269,6,12.83
4269,9,13.93
4269,11,20.32
4269,12,14.92
4269,13,15.24
4269,14,15.07
4270,1,13.08
4270,4,15.17
4270,6,16.36
4270,9,14.55
4270,11,18.75
4270,12,13.36
4270,13,13.99
4270,14,13.63
4271,1,15.57
4271,4,14.39
4271,6,14.7
4271,9,14.04
4271,11,21.3
4271,12,14.33
4271,13,14.8
4271,14,14.59
4272,1,13.2
4272,4,14.49
4272,6,15.43
4272,9,14.79
4272,11,20.31
4272,12,14.81
4272,13,14.71
4272,14,14.61
4273,1,14.97
4273,4,13.96
4273,6,15.04
4273,9,15.3
4273,11,20.74
4273,12,15.53
4273,13,14.79
4273,14,14.51
4274,1,13.64
4274,4,13.64
4274,6,14.8
4274,9,14.08
4274,11,19.17
4274,12,14.5
4274,13,14.42
4274,14,14.22
4275,1,14.95
4275,4,14.46
4275,6,15.27
4275,9,15.19
4275,11,20.59
4275,12,15.83
4275,13,15.18
4275,14,14.52
4276,1,14.74
4276,4,14.67
4276,6,14.52
4276,9,13.97
4276,11,19.18
4276,12,14.47
4276,13,15.42
4276,14,15.07
4277,1,14.8
4277,4,14.0
4277,6,13.58
4277,9,14.57
4277,11,20.32
4277,12,14.65
4277,13,13.75
4277,14,15.0
4278,1,15.79
4278,4,14.51
4278,6,14.28
4278,9,14.28
4278,11,21.61
4278,12,14.54
4278,13,53.64
4278,14,15.37
4279,1,14.44
4279,4,14.52
4279,6,14.98
4279,9,14.52
4279,11,21.27
4279,12,13.97
4279,13,15.54
4279,14,14.89
4280,1,14.37
4280,4,13.8
4280,6,14.66
4280,9,15.32
4280,11,18.78
4280,12,14.04
4280,13,13.11
4280,14,14.65
4281,1,15.84
4281,4,14.07
4281,6,14.83
4281,9,13.79
4281,11,19.39
4281,12,15.68
4281,13,14.46
4281,14,14.56
4282,1,14.51
4282,4,14.92
4282,6,16.29
4282,9,15.29
4282,11,20.39
4282,12,13.97
4282,13,14.04
4282,14,14.97
4283,1,15.54
4283,4,15.78
4283,6,14.73
4283,9,15.35
4283,11,20.85
4283,12,15.12
4283,13,15.12
4283,14,12.94
4284,1,14.73
4284,4,13.74
4284,6,14.11
4284,9,15.45
4284,11,18.94
4284,12,15.55
4284,13,13.98
4284,14,14.95
4285,1,14.19
4285,4,14.58
4285,6,15.13
4285,9,15.56
4285,11,19.97
4285,12,15.1
4285,13,14.23
4285,14,15.17
4286,1,14.86
4286,4,14.81
4286,6,15.48
4286,9,14.23
4286,11,20.56
4286,12,15.56
4286,13,14.13
4286,14,14.35
4287,1,14.23
4287,4,15.57
4287,6,15.2
4287,9,15.23
4287,11,20.17
4287,12,15.32
4287,13,15.45
4287,14,13.76
4288,1,14.1
4288,4,14.14
4288,6,15.46
4288,9,15.54
4288,11,18.9
4288,12,16.54
4288,13,14.96
4288,14,15.14
4289,1,15.33
4289,4,14.33
4289,6,14.17
4289,9,14.53
4289,11,18.97
4289,12,14.32
4289,13,15.63
4289,14,13.57
4290,1,15.38
4290,4,14.18
4290,6,16.28
4290,9,14.81
4290,11,19.49
4290,12,15.12
4290,13,16.25
4290,14,14.46
4291,1,13.89
4291,4,15.04
4291,6,15.19
4291,9,14.29
4291,11,19.48
4291,12,14.7
4291,13,15.98
4291,14,15.36
4292,1,13.64
4292,4,15.29
4292,6,15.49
4292,9,13.9
4292,11,18.86
4292,12,15.04
4292,13,15.07
4292,14,13.82
4293,1,14.63
4293,4,16.58
4293,6,15.31
4293,9,14.23
4293,11,20.12
4293,12,15.79
4293,13,14.77
4293,14,12.65
4294,1,14.12
4294,4,14.35
4294,6,14.91
4294,9,14.65
4294,11,19.21
4294,12,13.58
4294,13,14.61
4294,14,14.37
4295,1,14.07
4295,4,13.68
4295,6,14.89
4295,9,14.99
4295,11,20.15
4295,12,15.35
4295,13,15.77
4295,14,14.87
4296,1,14.28
4296,4,13.75
4296,6,14.43
4296,9,15.04
4296,11,20.6
4296,12,14.11
4296,13,14.35
4296,14,15.81
4297,1,15.07
4297,4,15.09
4297,6,15.9
4297,9,13.26
4297,11,19.48
4297,12,14.62
4297,13,14.41
4297,14,13.73
4298,1,16.2
4298,4,14.27
4298,6,14.0
4298,9,15.2
4298,11,19.35
4298,12,14.75
4298,13,14.08
4298,14,13.99
4299,1,14.98
4299,4,13.52
4299,6,15.27
4299,9,14.77
4299,11,20.58
4299,12,13.76
4299,13,14.98
4299,14,14.38
4300,1,14.48
4300,4,14.18
4300,6,15.29
4300,9,13.59
4300,11,19.86
4300,12,14.65
4300,13,13.81
4300,14,14.87
4301,1,13.99
4301,4,13.84
4301,6,16.2
4301,9,14.61
4301,11,19.91
4301,12,14.04
4301,13,13.36
4301,14,14.32
4302,1,15.03
4302,4,14.15
4302,6,15.7
4302,9,14.46
4302,11,19.13
4302,12,14.29
4302,13,14.98
4302,14,14.44
4303,1,13.15
4303,4,14.48
4303,6,14.72
4303,9,15.22
4303,11,20.25
4303,12,15.79
4303,13,14.64
4303,14,15.36
4304,1,14.77
4304,4,14.49
4304,6,14.06
4304,9,15.28
4304,11,18.43
4304,12,14.39
4304,13,14.39
4304,14,14.84
4305,1,14.16
4305,4,15.55
4305,6,14.13
4305,9,15.06
4305,11,19.11
4305,12,15.11
4305,13,14.81
4305,14,15.18
4306,1,16.18
4306,4,15.46
4306,6,15.26
4306,9,14.85
4306,11,19.46
4306,12,15.15
4306,13,14.74
4306,14,13.89
4307,1,13.81
4307,4,15.22
4307,6,13.76
4307,9,14.22
4307,11,20.58
4307,12,13.77
4307,13,14.55
4307,14,15.0
4308,1,14.71
4308,4,13.9
4308,6,14.63
4308,9,14.58
4308,11,18.1
4308,12,13.96
4308,13,14.84
4308,14,13.45
4309,1,13.86
4309,4,14.21
4309,6,15.25
4309,9,14.28
4309,11,19.36
4309,12,14.53
4309,13,13.76
4309,14,12.67
4310,1,14.09
4310,4,14.9
4310,6,13.75
4310,9,14.73
4310,11,20.38
4310,12,15.38
4310,13,13.94
4310,14,15.59
4311,1,15.19
4311,4,13.69
4311,6,14.77
4311,9,14.86
4311,11,19.39
4311,12,15.03
4311,13,15.35
4311,14,14.88
4312,1,14.27
4312,4,14.26
4312,6,15.93
4312,9,13.37
4312,11,19.32
4312,12,15.41
4312,13,14.86
4312,14,14.44
4313,1,15.61
4313,4,12.99
4313,6,15.19
4313,9,13.54
4313,11,19.68
4313,12,14.67
4313,13,15.26
4313,14,15.23
4314,1,15.64
4314,4,15.81
4314,6,14.12
4314,9,13.23
4314,11,20.08
4314,12,14.38
4314,13,14.5
4314,14,15.66
4315,1,14.36
4315,4,15.08
4315,6,14.02
4315,9,14.58
4315,11,20.38
4315,12,13.18
4315,13,13.4
4315,14,13.71
4316,1,14.32
4316,4,14.35
4316,6,14.31
4316,9,14.52
4316,11,19.95
4316,12,14.5
4316,13,14.52
4316,14,14.34
4317,1,14.71
4317,4,15.05
4317,6,13.73
4317,9,13.81
4317,11,20.55
4317,12,14.89
4317,13,15.19
4317,14,13.68
4318,1,14.87
4318,4,14.82
4318,6,14.37
4318,9,14.51
4318,11,20.0
4318,12,14.67
4318,13,15.44
4318,14,13.59
4319,1,15.53
4319,4,14.37
4319,6,15.44
4319,9,14.41
4319,11,20.97
4319,12,14.03
4319,13,15.2
4319,14,14.38
4320,1,14.57
4320,4,13.32
4320,6,14.71
4320,9,14.32
4320,11,18.55
4320,12,14.26
4320,13,14.87
4320,14,13.57
4321,1,14.56
4321,4,15.32
4321,6,16.68
4321,9,14.14
4321,11,19.38
4321,12,14.29
4321,13,13.31
4321,14,15.45
4322,1,15.01
4322,4,14.62
4322,6,14.71
4322,9,14.77
4322,11,19.43
4322,12,14.56
4322,13,15.09
4322,14,15.07
4323,1,14.02
4323,4,13.96
4323,6,15.3
4323,9,13.94
4323,11,20.34
4323,12,14.66
4323,13,13.48
4323,14,14.62
4324,1,13.87
4324,4,13.0
4324,6,14.35
4324,9,14.66
4324,11,19.84
4324,12,14.63
4324,13,14.46
4324,14,14.32
4325,1,14.27
4325,4,16.36
4325,6,14.48
4325,9,13.44
4325,11,19.0
4325,12,14.26
4325,13,14.86
4325,14,14.48
4326,1,12.85
4326,4,15.21
4326,6,14.29
4326,9,15.24
4326,11,19.34
4326,12,14.65
4326,13,14.94
4326,14,14.55
4327,1,14.92
4327,4,14.23
4327,6,14.73
4327,9,14.52
4327,11,19.88
4327,12,14.08
4327,13,14.72
4327,14,14.51
4328,1,14.01
4328,4,14.55
4328,6,15.48
4328,9,13.92
4328,11,18.46
4328,12,15.02
4328,13,13.55
4328,14,15.02
4329,1,14.85
4329,4,15.63
4329,6,13.38
4329,9,14.04
4329,11,19.7
4329,12,14.04
4329,13,12.97
4329,14,14.62
4330,1,13.63
4330,4,16.43
4330,6,15.09
4330,9,14.17
4330,11,20.25
4330,12,15.55
4330,13,15.51
4330,14,14.72
4331,1,14.6
4331,4,14.37
4331,6,14.63
4331,9,14.51
4331,11,18.83
4331,12,14.66
4331,13,13.95
4331,14,15.34
4332,1,14.28
4332,4,13.67
4332,6,14.42
4332,9,14.32
4332,11,18.76
4332,12,14.46
4332,13,16.01
4332,14,14.08
4333,1,14.62
4333,4,13.95
4333,6,14.56
4333,9,15.52
4333,11,19.63
4333,12,14.58
4333,13,14.55
4333,14,15.51
4334,1,13.89
4334,4,14.21
4334,6,12.86
4334,9,14.6
4334,11,18.36
4334,12,16.68
4334,13,15.47
4334,14,15.91
4335,1,14.7
4335,4,13.5
4335,6,14.29
4335,9,15.26
4335,11,18.58
4335,12,15.09
4335,13,14.86
4335,14,14.88
4336,1,15.28
4336,4,14.27
4336,6,14.31
4336,9,13.98
4336,11,20.22
4336,12,14.03
4336,13,15.01
4336,14,13.98
4337,1,13.48
4337,4,15.02
4337,6,14.71
4337,9,14.14
4337,11,20.03
4337,12,14.52
4337,13,15.4
4337,14,15.34
4338,1,16.44
4338,4,14.01
4338,6,14.42
4338,9,14.76
4338,11,19.14
4338,12,14.57
4338,13,15.56
4338,14,15.05
4339,1,14.0
4339,4,15.26
4339,6,12.82
4339,9,14.47
4339,11,20.3
4339,12,13.75
4339,13,15.02
4339,14,13.44
4340,1,13.94
4340,4,15.89
4340,6,16.32
4340,9,13.6
4340,11,19.24
4340,12,13.78
4340,13,14.4
4340,14,13.71
4341,1,14.46
4341,4,15.2
4341,6,15.46
4341,9,14.22
4341,11,19.93
4341,12,13.84
4341,13,14.58
4341,14,15.29
4342,1,13.87
4342,4,14.21
4342,6,14.36
4342,9,14.78
4342,11,19.81
4342,12,13.51
4342,13,14.61
4342,14,14.18
4343,1,14.85
4343,4,13.81
4343,6,14.07
4343,9,13.89
4343,11,20.26
4343,12,13.87
4343,13,14.8
4343,14,14.51
4344,1,13.9
4344,4,13.92
4344,6,14.83
4344,9,14.03
4344,11,19.74
4344,12,14.98
4344,13,14.16
4344,14,14.32
4345,1,13.96
4345,4,14.63
4345,6,14.52
4345,9,14.23
4345,11,20.3
4345,12,15.75
4345,13,15.56
4345,14,15.36
4346,1,15.44
4346,4,13.08
4346,6,15.12
4346,9,14.1
4346,11,18.79
4346,12,14.39
4346,13,14.94
4346,14,14.7
4347,1,14.69
4347,4,14.68
4347,6,14.98
4347,9,14.71
4347,11,19.29
4347,12,14.8
4347,13,14.92
4347,14,14.07
4348,1,13.3
4348,4,14.97
4348,6,15.43
4348,9,14.04
4348,11,18.21
4348,12,15.44
4348,13,15.29
4348,14,13.11
4349,1,14.76
4349,4,13.5
4349,6,14.4
4349,9,13.92
4349,11,19.86
4349,12,14.07
4349,13,15.12
4349,14,15.18
4350,1,13.95
4350,4,15.02
4350,6,13.61
4350,9,15.6
4350,11,20.65
4350,12,15.4
4350,13,15.15
4350,14,14.25
4351,1,15.4
4351,4,13.73
4351,6,14.95
4351,9,14.41
4351,11,20.62
4351,12,15.34
4351,13,14.69
4351,14,16.63
4352,1,15.17
4352,4,14.74
4352,6,16.34
4352,9,13.59
4352,11,18.93
4352,12,13.45
4352,13,14.64
4352,14,13.59
4353,1,15.47
4353,4,13.91
4353,6,13.7
4353,9,15.5
4353,11,19.89
4353,12,14.85
4353,13,14.85
4353,14,13.8
4354,1,14.86
4354,4,15.01
4354,6,13.83
4354,9,15.1
4354,11,18.16
4354,12,14.63
4354,13,14.85
4354,14,13.88
4355,1,14.05
4355,4,14.12
4355,6,13.51
4355,9,14.41
4355,11,20.53
4355,12,13.97
4355,13,14.91
4355,14,15.46
4356,1,14.71
4356,4,14.83
4356,6,13.64
4356,9,14.71
4356,11,19.09
4356,12,13.64
4356,13,13.86
4356,14,16.55
4357,1,16.06
4357,4,16.06
4357,6,14.29
4357,9,15.15
4357,11,19.99
4357,12,13.65
4357,13,13.2
4357,14,14.49
4358,1,13.53
4358,4,16.2
4358,6,14.88
4358,9,16.57
4358,11,19.83
4358,12,14.53
4358,13,15.74
4358,14,14.32
4359,1,16.42
4359,4,14.6
4359,6,14.31
4359,9,13.98
4359,11,19.11
4359,12,15.69
4359,13,14.32
4359,14,14.98
4360,1,16.04
4360,4,13.76
4360,6,14.31
4360,9,15.22
4360,11,20.18
4360,12,14.81
4360,13,14.93
4360,14,14.72
4361,1,13.93
4361,4,14.86
4361,6,15.9
4361,9,14.3
4361,11,19.97
4361,12,15.07
4361,13,13.07
4361,14,15.37
4362,1,14.81
4362,4,14.33
4362,6,15.13
4362,9,14.13
4362,11,19.67
4362,12,15.81
4362,13,14.66
4362,14,13.6
4363,1,15.31
4363,4,14.69
4363,6,13.95
4363,9,15.2
4363,11,19.37
4363,12,15.24
4363,13,15.24
4363,14,15.31
4364,1,14.25
4364,4,14.47
4364,6,14.98
4364,9,14.43
4364,11,19.64
4364,12,14.72
4364,13,14.72
4364,14,13.56
4365,1,14.83
4365,4,15.97
4365,6,14.66
4365,9,14.11
4365,11,20.73
4365,12,13.56
4365,13,14.73
4365,14,13.53
4366,1,14.45
4366,4,14.73
4366,6,14.26
4366,9,14.03
4366,11,19.9
4366,12,14.32
4366,13,15.01
4366,14,15.64
4367,1,14.93
4367,4,15.05
4367,6,14.43
4367,9,15.1
4367,11,19.42
4367,12,15.62
4367,13,14.75
4367,14,15.07
4368,1,14.51
4368,4,13.98
4368,6,15.68
4368,9,15.2
4368,11,20.19
4368,12,75.6
4368,13,14.77
4368,14,15.36
4369,1,14.41
4369,4,14.25
4369,6,14.23
4369,9,14.08
4369,11,20.04
4369,12,13.61
4369,13,14.93
4369,14,13.37
4370,1,13.38
4370,4,15.3
4370,6,14.37
4370,9,14.13
4370,11,18.81
4370,12,15.02
4370,13,14.63
4370,14,14.93
4371,1,14.5
4371,4,14.81
4371,6,14.29
4371,9,15.58
4371,11,19.68
4371,12,14.42
4371,13,14.57
4371,14,12.53
4372,1,14.58
4372,4,14.12
4372,6,15.91
4372,9,13.47
4372,11,19.24
4372,12,13.19
4372,13,14.71
4372,14,14.23
4373,1,15.78
4373,4,14.03
4373,6,14.15
4373,9,14.88
4373,11,18.94
4373,12,15.64
4373,13,15.1
4373,14,14.12
4374,1,15.14
4374,4,13.63
4374,6,13.69
4374,9,13.93
4374,11,20.8
4374,12,13.94
4374,13,13.67
4374,14,14.12
4375,1,14.47
4375,4,14.0
4375,6,14.99
4375,9,15.09
4375,11,20.73
4375,12,13.22
4375,13,14.3
4375,14,16.15
4376,1,13.58
4376,4,13.3
4376,6,16.15
4376,9,15.18
4376,11,19.8
4376,12,15.11
4376,13,14.52
4376,14,15.72
4377,1,15.03
4377,4,14.72
4377,6,14.96
4377,9,15.16
4377,11,19.8
4377,12,79.42
4377,13,14.56
4377,14,14.88
4378,1,14.63
4378,4,13.13
4378,6,15.94
4378,9,14.99
4378,11,20.29
4378,12,14.84
4378,13,15.25
4378,14,15.23
4379,1,14.98
4379,4,14.69
4379,6,14.99
4379,9,16.25
4379,11,21.27
4379,12,15.9
4379,13,14.8
4379,14,13.63
4380,1,15.29
4380,4,16.09
4380,6,15.23
4380,9,13.32
4380,11,19.06
4380,12,13.48
4380,13,13.78
4380,14,15.6
4381,1,15.29
4381,4,15.09
4381,6,15.5
4381,9,14.99
4381,11,21.28
4381,12,14.9
4381,13,13.64
4381,14,14.65
4382,1,13.53
4382,4,13.97
4382,6,15.53
4382,9,14.05
4382,11,19.61
4382,12,14.86
4382,13,14.71
4382,14,14.52
4383,1,13.82
4383,4,15.0
4383,6,15.55
4383,9,15.21
4383,11,19.06
4383,12,15.23
4383,13,13.58
4383,14,15.47
4384,1,14.11
4384,4,14.27
4384,6,13.81
4384,9,14.4
4384,11,20.56
4384,12,14.32
4384,13,13.9
4384,14,13.95
4385,1,13.14
4385,4,14.79
4385,6,14.9
4385,9,14.68
4385,11,19.64
4385,12,15.25
4385,13,14.47
4385,14,14.75
4386,1,14.67
4386,4,15.03
4386,6,14.03
4386,9,13.67
4386,11,20.16
4386,12,14.95
4386,13,14.07
4386,14,13.89
4387,1,15.35
4387,4,15.43
4387,6,14.63
4387,9,14.17
4387,11,19.65
4387,12,12.97
4387,13,13.47
4387,14,13.21
4388,1,14.83
4388,4,12.9
4388,6,14.18
4388,9,14.74
4388,11,20.35
4388,12,16.13
4388,13,14.37
4388,14,14.19
4389,1,15.01
4389,4,13.94
4389,6,14.74
4389,9,13.04
4389,11,19.51
4389,12,15.4
4389,13,14.67
4389,14,15.62
4390,1,13.88
4390,4,15.26
4390,6,14.14
4390,9,13.25
4390,11,19.58
4390,12,14.32
4390,13,15.63
4390,14,15.08
4391,1,14.81
4391,4,14.88
4391,6,15.38
4391,9,14.0
4391,11,20.0
4391,12,15.71
4391,13,13.65
4391,14,16.1
4392,1,13.92
4392,4,16.05
4392,6,15.42
4392,9,14.69
4392,11,19.31
4392,12,15.76
4392,13,14.92
4392,14,14.29
4393,1,14.34
4393,4,14.3
4393,6,13.75
4393,9,15.16
4393,11,18.72
4393,12,15.26
4393,13,13.45
4393,14,14.99
4394,1,13.88
4394,4,14.58
4394,6,15.26
4394,9,15.42
4394,11,21.05
4394,12,13.18
4394,13,13.61
4394,14,14.65
4395,1,14.51
4395,4,13.76
4395,6,14.89
4395,9,14.74
4395,11,19.67
4395,12,14.79
4395,13,14.9
4395,14,14.09
4396,1,14.11
4396,4,15.18
4396,6,16.87
4396,9,14.7
4396,11,19.16
4396,12,13.68
4396,13,15.89
4396,14,14.34
4397,1,14.42
4397,4,14.26
4397,6,15.39
4397,9,14.39
4397,11,19.15
4397,12,15.08
4397,13,13.58
4397,14,13.27
4398,1,15.47
4398,4,14.86
4398,6,15.34
4398,9,14.94
4398,11,18.97
4398,12,15.38
4398,13,16.21
4398,14,14.21
4399,1,14.1
4399,4,14.96
