time,water,power,transport,medical,building,shake,location
3540,7,7,6,6,6,1,9
3540,7,7,6,6,5,2,9
3540,7,7,7,5,6,1,9
3540,6,7,7,5,6,0,9
3540,8,7,8,6,6,0,9
3540,6,7,8,5,6,0,9
3540,7,8,7,6,6,1,9
3540,8,7,6,5,6,3,9
3540,8,7,7,6,5,1,9
3540,7,8,7,6,5,1,9
3540,7,7,8,5,5,0,9
3540,6,7,7,4,6,2,9
3540,7,6,7,5,5,0,9
3540,6,7,6,5,6,0,9
3540,7,6,8,4,7,1,9
3540,6,7,7,4,8,2,9
3540,6,6,7,4,6,1,9
3540,7,6,7,5,6,1,9
3540,7,8,7,6,7,2,9
3540,6,7,8,5,6,2,9
3540,7,7,7,6,7,2,9
3540,8,8,7,6,5,2,9
3540,8,6,8,4,6,1,9
3540,8,6,6,6,7,0,9
3540,6,7,6,5,6,0,9
3540,6,7,7,5,5,1,9
3540,8,7,7,5,6,0,9
3540,7,7,6,4,7,1,9
3540,7,7,6,5,6,1,9
3540,6,7,8,6,5,1,9
3540,7,6,7,4,7,1,9
3540,3,5,4,0,4,6,12
3540,3,7,4,0,4,5,12
3540,3,6,4,0,3,6,12
3540,3,6,3,0,2,5,12
3540,3,6,5,0,3,5,12
3540,4,5,5,0,3,5,12
3540,4,6,3,0,2,5,12
3540,2,6,4,0,3,4,12
3540,1,5,5,0,4,5,12
3540,3,5,3,0,3,4,12
3540,3,7,4,0,2,5,12
3540,2,6,5,0,4,5,12
3540,2,8,4,0,2,6,12
3540,4,6,5,0,4,5,12
3540,4,8,4,0,3,4,12
3540,4,6,5,0,3,5,12
3540,3,7,3,0,3,5,12
3540,3,6,4,0,4,6,12
3540,3,7,4,0,5,6,12
3540,3,6,4,0,3,5,12
3540,3,7,6,0,1,5,12
3540,2,7,3,0,3,5,12
3540,4,5,6,0,2,4,12
3540,3,6,3,0,3,6,12
3540,3,4,4,0,3,5,12
3540,3,7,4,0,2,4,12
3540,4,6,5,0,4,5,12
3540,2,5,4,0,3,5,12
3540,2,2,2,0,2,3,13
3540,3,3,2,0,2,4,13
3540,3,3,3,0,2,4,13
3540,6,8,6,0,5,3,14
3540,6,7,6,0,5,3,14
3540,6,6,9,0,5,4,14
3540,7,7,7,0,4,3,14
3540,5,7,7,0,3,4,14
3540,7,7,7,0,5,4,14
3540,5,6,8,0,6,5,14
3540,5,6,8,0,5,4,14
3540,6,7,7,0,5,5,14
3540,6,8,8,0,6,4,14
3540,6,7,7,0,4,4,14
3540,7,8,7,0,6,3,14
3540,5,7,8,0,5,3,14
3540,5,7,6,0,4,4,14
3540,7,6,7,0,5,5,14
3540,6,7,7,0,6,3,14
3540,6,7,6,0,4,5,14
3540,6,8,7,0,4,3,14
3540,6,7,6,0,6,3,14
3540,5,7,6,0,5,4,14
3540,6,7,7,0,5,4,14
3540,7,6,7,0,5,3,14
3540,6,6,6,0,5,4,14
3540,6,8,6,0,5,4,14
3540,6,6,7,0,5,4,14
3540,6,8,7,0,5,4,14
3540,6,7,7,0,7,4,14
3540,6,7,9,0,4,4,14
3540,6,6,7,0,6,5,14
3540,5,7,6,0,5,4,14
3540,3,3,3,0,3,2,15
3540,3,2,2,0,2,3,15
3540,3,3,3,0,2,2,15
3540,4,3,3,0,3,3,15
3540,4,3,3,0,3,2,15
3540,3,4,3,0,2,2,15
3540,3,3,3,0,1,3,15
3540,3,4,3,0,2,3,15
3540,2,4,2,0,2,4,15
3540,4,2,4,0,3,3,15
3540,2,3,3,0,2,4,15
3540,3,3,2,0,2,4,15
3540,3,4,3,0,2,2,15
3540,3,3,2,0,2,3,15
3540,4,3,3,0,1,3,15
3540,3,4,2,0,1,3,15
3540,3,4,3,0,1,2,15
3540,4,3,3,0,1,3,15
3540,4,3,3,0,1,1,15
3540,4,3,3,0,2,3,15
3540,3,3,2,0,1,3,15
3540,3,3,2,0,2,3,15
3540,2,4,3,0,1,3,15
3540,3,2,3,0,2,4,15
3540,4,3,2,0,3,3,15
3540,2,3,3,0,2,4,15
3540,1,3,3,0,1,3,15
3540,4,4,3,0,1,3,15
3540,3,2,3,0,2,3,15
3540,3,3,4,0,2,4,15
3540,2,2,4,2,1,2,16
3540,1,2,2,2,1,2,16
3540,2,2,2,3,1,1,16
3540,2,3,1,3,1,2,16
3540,2,7,6,0,2,2,17
3540,2,7,6,0,4,3,17
3540,1,7,6,0,4,3,17
3540,1,7,6,0,4,1,17
3540,1,8,5,0,3,2,17
3540,1,7,5,0,4,3,17
3540,1,7,6,0,4,2,17
3540,1,8,5,0,3,1,17
3540,1,8,6,0,3,1,17
3540,1,5,6,0,4,2,17
3540,1,8,6,0,3,2,17
3540,1,8,7,0,2,2,17
3540,2,7,6,0,3,3,17
3540,0,7,7,0,3,2,17
3540,3,7,4,0,5,3,18
3540,3,7,4,0,5,4,18
3540,2,7,3,0,5,4,18
3540,4,6,3,0,5,4,18
3540,2,8,4,0,4,4,18
3540,3,6,3,0,5,4,18
3540,4,7,5,0,4,3,18
3540,3,7,4,0,5,4,18
3540,3,7,4,0,6,3,18
3540,3,6,4,0,6,3,18
3540,4,8,4,0,4,5,18
3540,3,7,4,0,4,4,18
3540,3,8,5,0,5,3,18
3540,2,7,4,0,6,4,18
3540,3,8,5,0,5,3,18
3540,3,7,3,0,5,4,18
3540,2,9,4,0,4,4,18
3540,3,8,4,0,5,4,18
3540,3,8,3,0,4,4,18
3540,3,6,4,0,4,4,18
3540,3,7,4,0,5,5,18
3540,3,7,4,0,4,4,18
3540,3,8,4,0,4,3,18
3540,3,6,3,0,6,6,18
3540,4,7,4,0,5,3,18
3540,3,8,4,0,5,4,18
3540,4,6,5,0,5,4,18
3540,3,5,4,0,5,4,18
3540,3,8,5,0,4,4,18
3540,4,7,4,0,4,5,18
3540,3,8,4,0,5,4,18
3540,4,7,4,0,5,4,18
3540,3,6,3,0,5,5,18
3540,1,7,5,0,4,4,18
3540,4,8,4,0,4,4,18
3540,2,6,4,0,5,3,18
3540,3,8,5,0,5,4,18
3540,1,2,3,0,3,3,19
3540,0,2,3,0,2,3,19
3540,3,2,2,0,4,2,19
3540,5,5,5,0,5,0,13
3540,5,6,3,0,5,0,13
3540,6,4,5,0,5,0,13
3540,5,4,5,5,5,0,16
3540,5,6,6,5,5,0,16
3540,5,4,4,5,3,0,16
3540,5,5,6,5,4,0,16
3540,5,5,6,4,4,0,16
3540,4,4,5,5,5,0,16
3540,4,4,6,5,4,0,16
3540,6,5,6,0,4,2,4
3540,7,5,4,0,5,3,4
3540,7,6,4,0,3,3,4
3540,6,5,6,0,5,3,4
3540,6,5,5,0,4,3,4
3540,6,6,5,0,3,3,4
3540,7,5,5,0,4,4,4
3540,6,5,5,0,5,3,4
3540,6,6,5,0,4,3,4
3540,6,6,4,0,4,3,4
3540,7,8,8,0,7,3,8
3540,8,8,8,0,7,2,8
3540,7,8,9,0,6,3,8
3540,9,8,8,0,6,3,8
3540,10,8,8,0,7,2,8
3540,8,8,8,0,7,2,8
3540,8,8,8,0,5,2,8
3540,8,8,8,0,5,2,8
3540,9,9,8,0,7,1,8
3540,9,8,8,0,7,1,8
3540,8,8,8,0,7,2,8
3540,8,9,9,0,7,2,8
3540,8,9,8,0,5,3,8
3540,8,7,8,0,6,2,8
3540,9,8,8,0,6,3,8
3540,7,8,7,0,6,1,8
3540,7,7,9,0,6,2,8
3540,8,9,9,0,6,1,8
3540,8,7,8,0,7,3,8
3540,9,8,8,0,5,2,8
3540,8,8,7,0,7,2,8
3540,8,7,8,0,6,1,8
3540,10,7,8,0,7,2,8
3540,9,8,7,0,7,1,8
3540,9,8,8,0,5,3,8
3540,7,8,10,0,6,3,8
3540,8,8,7,0,6,2,8
3540,9,8,8,0,6,2,8
3540,8,9,8,0,7,2,8
3540,10,8,8,0,6,2,8
3540,8,8,8,0,7,1,8
3540,7,7,7,0,6,2,8
3540,9,9,9,0,5,2,8
3540,7,8,8,0,5,1,8
3540,7,8,9,0,6,2,8
3540,9,8,7,0,5,1,8
3540,9,7,8,0,6,2,8
3540,7,9,8,0,6,2,8
3540,8,9,8,10,6,2,8
3540,8,8,7,0,6,3,8
3540,8,9,8,0,6,2,8
3540,8,6,8,0,4,2,8
3540,8,7,9,0,5,2,8
3540,8,9,8,0,6,3,8
3540,8,8,9,0,5,2,8
3540,9,8,8,0,6,1,8
3540,9,8,8,0,6,2,8
3540,7,8,8,0,6,2,8
3540,9,8,10,0,6,2,8
3540,9,8,7,0,6,2,8
3540,7,8,7,0,7,1,8
3540,9,8,7,0,7,2,8
3540,9,9,8,0,6,1,8
3540,9,8,9,0,5,2,8
3540,8,9,8,0,7,2,8
3540,9,8,7,0,6,2,8
3540,8,10,7,0,6,2,8
3540,2,2,4,2,2,0,1
3540,3,1,4,3,1,0,1
3540,1,0,4,3,2,1,1
3540,2,1,5,3,2,0,1
3540,3,0,4,3,2,0,1
3540,2,1,4,4,2,0,1
3540,3,5,5,0,0,0,2
3540,3,3,6,0,1,0,2
3540,3,4,5,0,0,1,2
3540,3,3,6,0,1,0,2
3540,2,4,6,0,1,0,2
3540,2,5,4,0,1,0,2
3540,3,4,5,0,1,1,2
3540,3,3,6,0,1,0,2
3540,3,4,5,0,2,1,2
3540,3,4,4,0,0,1,2
3540,2,3,5,0,1,0,2
3540,4,6,5,0,1,0,2
3540,3,3,5,0,1,0,2
3540,4,5,4,0,1,0,2
3540,6,6,6,0,4,1,4
3540,3,7,4,2,4,0,5
3540,5,7,4,2,3,0,5
3540,4,6,2,1,3,1,5
3540,4,7,5,1,4,0,5
3540,5,6,5,0,3,0,5
3540,4,6,4,1,3,0,5
3540,4,6,5,1,3,1,5
3540,4,6,4,3,2,0,5
3540,1,1,3,0,1,0,6
3540,3,3,2,2,1,0,6
3540,3,2,2,2,3,0,6
3540,2,2,4,1,3,0,6
3540,3,0,2,2,2,0,6
3540,2,1,2,2,3,0,6
3540,2,1,2,3,3,0,6
3540,6,6,7,0,5,0,8
3540,7,8,8,0,5,1,8
3540,8,8,7,0,5,0,8
3540,7,6,7,0,4,0,8
3540,6,7,7,0,5,0,8
3540,8,9,7,0,4,0,8
3540,8,7,7,0,6,0,8
3540,7,7,8,0,5,1,8
3540,6,8,7,0,5,0,8
3540,7,6,7,0,6,1,8
3540,7,7,8,0,4,0,8
3540,6,7,8,0,5,0,8
3540,7,7,7,0,5,0,8
3540,6,7,9,0,4,0,8
3540,6,6,7,0,5,0,8
3540,9,6,7,0,5,0,8
3540,7,8,7,0,6,0,8
3540,9,8,7,0,5,0,8
3540,7,6,8,0,5,0,8
3540,7,7,6,0,3,1,8
3540,6,8,6,0,5,0,8
3540,7,7,7,0,5,1,8
3540,7,6,7,0,5,0,8
3540,7,8,6,0,5,0,8
3540,6,6,7,4,7,0,9
3540,7,7,8,6,6,1,9
3540,8,8,7,4,5,1,9
3540,7,6,8,5,6,1,9
3540,7,6,8,5,7,1,9
3540,7,8,7,4,6,0,9
3540,6,6,8,6,6,0,9
3540,8,7,7,4,7,0,9
3540,7,7,7,4,6,0,9
3540,7,7,7,6,6,0,9
3540,7,7,7,5,6,0,9
3540,8,7,7,6,6,0,9
3540,7,6,8,5,6,1,9
3540,7,7,8,5,6,0,9
3540,6,7,7,5,7,0,9
3540,8,7,6,4,7,0,9
3540,6,7,6,6,7,0,9
3540,7,7,7,5,6,0,9
3540,7,8,6,6,6,1,9
3540,7,7,8,5,5,1,9
3540,3,6,5,0,2,0,12
3540,3,5,4,0,1,0,12
3540,4,6,4,0,3,0,12
3540,2,1,1,6,3,0,13
3540,2,1,3,0,2,0,13
3540,6,6,7,0,6,1,14
3540,6,6,6,0,5,1,14
3540,5,6,6,0,4,0,14
3540,6,7,7,0,5,0,14
3540,5,7,7,0,4,0,14
3540,5,7,7,0,5,0,14
3540,5,7,7,0,5,0,14
3540,6,7,6,0,5,0,14
3540,5,7,6,0,5,0,14
3540,6,7,6,0,4,0,14
3540,6,8,8,0,4,0,14
3540,6,8,5,0,6,0,14
3540,3,3,2,0,3,0,15
3540,3,4,4,0,3,1,15
3540,2,3,3,0,1,0,15
3540,3,3,3,0,2,1,15
3540,3,3,3,0,1,0,15
3540,4,2,3,0,2,0,15
3540,3,3,3,0,2,0,15
3540,3,4,4,0,1,1,15
3540,3,2,2,0,2,0,15
3540,3,2,4,0,2,0,15
3540,2,3,2,0,2,0,15
3540,3,3,3,0,4,1,15
3540,2,2,3,0,2,0,15
3540,2,3,3,0,2,0,15
3540,2,2,2,2,1,0,16
3540,2,3,2,3,0,1,16
3540,1,7,6,0,2,0,17
3540,1,8,6,3,3,0,17
3540,4,6,6,0,5,1,18
3540,3,8,5,0,5,1,18
3540,3,7,3,0,5,0,18
3540,2,7,5,0,4,0,18
3540,3,8,3,0,5,0,18
3540,3,6,3,0,5,0,18
3540,0,2,2,0,2,0,19
3540,1,2,1,0,4,0,19
3540,1,1,3,1,3,0,19
3540,1,3,1,0,2,1,19
3540,1,3,2,0,3,0,19
3545,5,1,8,10,8,0,5
3545,3,4,7,0,2,0,8
3545,2,9,3,0,0,0,14
3545,0,0,7,8,2,0,16
3545,1,0,10,5,4,0,16
3545,2,0,4,5,2,1,1
3545,2,0,6,2,2,0,1
3545,1,1,4,4,2,1,1
3545,3,1,4,3,2,1,1
3545,3,0,5,1,1,2,1
3545,3,2,3,4,3,1,1
3545,1,1,4,4,2,1,1
3545,3,0,4,3,3,1,1
3545,3,3,5,0,1,3,2
3545,3,3,5,0,1,3,2
3545,3,4,5,0,1,1,2
3545,4,4,4,0,0,3,2
3545,3,3,3,0,1,1,2
3545,3,5,5,0,1,1,2
3545,2,4,5,0,1,3,2
3545,4,5,6,0,1,3,2
3545,4,4,5,0,2,2,2
3545,1,4,5,0,1,1,2
3545,3,5,7,0,2,2,2
3545,3,5,6,0,1,1,2
3545,3,4,5,0,1,2,2
3545,3,4,5,7,1,1,2
3545,3,5,4,0,2,2,2
3545,3,4,6,0,1,2,2
3545,4,3,5,0,1,2,2
3545,3,3,5,0,1,1,2
3545,3,4,5,0,2,2,2
3545,4,5,5,0,0,2,2
3545,3,5,6,0,0,1,2
3545,4,3,5,0,1,2,2
3545,2,5,5,0,2,2,2
3545,3,5,4,0,1,2,2
3545,3,3,4,0,2,2,2
3545,3,5,5,0,1,2,2
3545,3,4,5,0,2,1,2
3545,2,4,6,0,1,2,2
3545,4,4,6,0,0,2,2
3545,3,4,6,0,2,2,2
3545,5,3,4,0,1,2,2
3545,2,5,5,0,1,1,2
3545,2,3,4,0,1,1,2
3545,4,2,6,0,2,2,2
3545,4,2,2,0,4,6,4
3545,3,3,3,0,2,6,4
3545,4,3,2,0,2,5,4
3545,4,3,4,0,2,5,4
3545,4,3,3,10,2,6,4
3545,5,3,3,0,1,6,4
3545,5,4,1,0,2,6,4
3545,4,3,3,0,3,7,4
3545,3,2,3,0,2,6,4
3545,3,3,4,0,2,6,4
3545,4,5,4,2,3,1,5
3545,4,6,3,3,3,0,5
3545,3,7,4,0,2,1,5
3545,4,7,4,1,3,0,5
3545,3,6,3,0,3,1,5
3545,4,6,4,1,3,1,5
3545,4,6,4,1,3,1,5
3545,4,6,4,1,4,2,5
3545,5,6,3,2,4,1,5
3545,3,6,3,1,3,1,5
3545,2,2,2,3,2,2,6
3545,2,2,1,2,3,2,6
3545,3,2,2,1,2,3,6
3545,2,2,1,2,2,3,6
3545,2,2,2,1,2,3,6
3545,2,1,3,2,2,2,6
3545,3,2,2,1,3,1,6
3545,2,2,3,2,3,2,6
3545,2,3,2,1,2,3,6
3545,3,2,1,3,2,3,6
3545,3,2,2,2,1,3,6
3545,2,2,2,1,3,2,6
3545,3,2,2,2,3,2,6
3545,0,8,7,0,0,5,7
3545,8,7,6,0,6,1,8
3545,7,6,7,0,5,2,8
3545,7,7,7,0,5,3,8
3545,7,6,9,0,5,2,8
3545,8,7,7,0,5,1,8
3545,6,7,8,0,5,2,8
3545,7,7,7,0,4,1,8
3545,6,7,7,0,4,2,8
3545,7,7,7,0,5,3,8
3545,8,8,6,0,6,3,8
3545,8,7,7,0,5,2,8
3545,8,8,7,0,4,1,8
3545,8,6,6,0,6,3,8
3545,7,8,7,0,5,1,8
3545,7,6,7,0,5,2,8
3545,6,6,6,0,5,1,8
3545,8,6,6,0,5,3,8
3545,6,7,7,0,6,2,8
3545,8,7,6,0,4,1,8
3545,7,7,7,0,4,2,8
3545,8,7,7,0,5,2,8
3545,7,8,7,0,4,1,8
3545,7,7,7,0,6,2,8
3545,7,7,6,8,5,1,8
3545,6,7,7,0,4,3,8
3545,8,7,8,0,5,2,8
3545,8,7,8,0,6,1,8
3545,9,6,7,0,6,2,8
3545,7,7,6,0,5,2,8
3545,7,6,7,0,5,2,8
3545,7,7,7,0,5,1,8
3545,7,8,7,0,5,1,8
3545,7,6,7,0,5,1,8
3545,7,7,7,0,5,0,8
3545,6,6,6,0,4,2,8
3545,7,7,7,0,4,2,8
3545,8,7,7,0,5,1,8
3545,7,7,6,0,5,3,8
3545,7,7,6,0,5,2,8
3545,8,6,6,0,5,2,8
3545,5,6,7,0,5,2,8
3545,6,7,8,0,5,1,8
3545,7,7,7,0,4,2,8
3545,8,7,6,0,5,2,8
3545,7,7,7,0,5,2,8
3545,7,8,7,0,5,2,8
3545,6,7,6,0,6,0,8
3545,7,7,6,0,5,2,8
3545,8,7,8,0,5,2,8
3545,8,7,7,0,5,3,8
3545,8,6,7,0,5,2,8
3545,7,9,7,0,5,1,8
3545,6,6,7,0,6,2,8
3545,7,6,7,0,6,2,8
3545,7,7,8,0,5,2,8
3545,6,8,7,0,5,2,8
3545,6,8,7,0,4,2,8
3545,6,8,7,0,4,2,8
3545,8,6,7,0,5,2,8
3545,7,7,6,0,6,1,8
3545,7,8,7,0,5,1,8
3545,7,7,7,0,4,1,8
3545,7,9,7,0,5,1,8
3545,6,7,7,0,5,2,8
3545,6,7,7,0,5,3,8
3545,7,8,8,0,5,2,8
3545,7,7,8,0,4,3,8
3545,6,7,7,0,4,3,8
3545,7,8,8,0,4,2,8
3545,6,6,8,0,5,2,8
3545,8,8,6,0,4,2,8
3545,8,6,7,0,4,2,8
3545,8,8,7,0,5,2,8
3545,7,7,6,0,4,1,8
3545,7,6,6,0,5,2,8
3545,8,8,6,0,5,3,8
3545,7,7,7,0,6,2,8
3545,6,6,7,0,5,1,8
3545,7,7,8,0,5,3,8
3545,6,7,7,0,4,3,8
3545,7,7,6,0,6,1,8
3545,7,7,7,0,4,2,8
3545,6,8,7,0,5,2,8
3545,7,7,7,0,5,3,8
3545,6,8,6,0,5,1,8
3545,7,7,6,0,5,1,8
3545,6,7,8,0,6,2,8
3545,7,7,6,0,7,2,8
3545,7,8,6,0,5,2,8
3545,6,8,8,0,4,2,8
3545,8,7,6,0,6,1,8
3545,8,8,8,5,5,1,9
3545,7,8,7,6,6,2,9
3545,7,7,8,4,5,0,9
3545,7,6,6,5,5,0,9
3545,7,8,8,5,6,1,9
3545,6,7,6,5,7,1,9
3545,7,6,7,4,6,1,9
3545,7,7,8,6,5,2,9
3545,8,6,8,6,6,2,9
3545,8,7,6,4,6,1,9
3545,6,7,8,5,7,2,9
3545,8,7,7,6,6,1,9
3545,7,7,8,4,6,2,9
3545,7,7,7,5,8,0,9
3545,7,7,7,4,6,1,9
3545,7,7,7,5,6,0,9
3545,7,6,8,4,6,1,9
3545,6,7,7,6,6,1,9
3545,6,6,7,5,6,2,9
3545,8,7,7,5,7,1,9
3545,7,7,9,6,5,2,9
3545,7,7,6,6,5,0,9
3545,7,6,8,6,6,1,9
3545,8,6,7,4,6,1,9
3545,8,7,6,5,6,0,9
3545,7,8,7,5,5,1,9
3545,6,8,7,6,5,1,9
3545,8,6,6,5,6,0,9
3545,7,8,7,4,6,0,9
3545,7,8,8,6,7,1,9
3545,6,7,7,4,6,1,9
3545,7,6,6,6,6,1,9
3545,8,6,6,5,5,1,9
3545,7,7,7,6,7,2,9
3545,7,8,6,5,6,1,9
3545,8,7,7,6,6,2,9
3545,3,7,5,0,3,5,12
3545,2,5,3,0,3,6,12
3545,3,5,3,0,3,6,12
3545,3,7,3,0,3,5,12
3545,3,7,4,0,3,6,12
3545,4,6,5,0,2,5,12
3545,4,6,5,0,3,4,12
3545,3,6,4,0,3,4,12
3545,3,6,4,0,3,4,12
3545,3,6,4,0,4,4,12
3545,2,6,4,0,4,5,12
3545,3,5,4,0,3,5,12
3545,2,6,4,0,3,6,12
3545,3,6,4,0,2,7,12
3545,3,6,4,0,3,6,12
3545,4,5,4,0,4,4,12
3545,3,8,4,0,2,5,12
3545,2,5,3,0,2,5,12
3545,3,7,4,0,3,5,12
3545,4,6,5,0,2,6,12
3545,4,7,4,0,5,6,12
3545,3,5,4,0,3,4,12
3545,3,6,4,0,4,6,12
3545,3,7,5,0,3,5,12
3545,3,6,4,0,2,5,12
3545,3,6,3,0,2,5,12
3545,3,7,4,0,2,5,12
3545,4,5,5,0,3,5,12
3545,4,7,4,0,4,4,12
3545,2,7,4,0,3,5,12
3545,4,6,4,0,3,6,12
3545,3,5,4,0,4,5,12
3545,3,1,1,0,4,5,13
3545,2,2,2,0,3,4,13
3545,5,7,6,0,5,5,14
3545,5,7,7,0,5,5,14
3545,7,7,8,0,6,4,14
3545,5,7,6,0,5,4,14
3545,7,6,7,0,5,4,14
3545,6,7,6,0,6,3,14
3545,5,7,7,0,5,4,14
3545,6,6,8,2,4,4,14
3545,6,8,7,0,6,4,14
3545,5,6,8,0,5,4,14
3545,5,7,8,0,4,4,14
3545,6,6,6,0,5,5,14
3545,6,8,7,0,5,4,14
3545,5,7,7,0,5,4,14
3545,6,7,6,0,4,3,14
3545,5,7,8,0,6,5,14
3545,6,8,8,0,5,3,14
3545,6,7,7,0,5,4,14
3545,6,6,6,0,6,4,14
3545,6,7,7,0,5,3,14
3545,6,6,9,0,6,3,14
3545,6,7,8,0,5,4,14
3545,6,7,7,0,5,5,14
3545,7,7,6,0,5,3,14
3545,6,7,8,0,6,4,14
3545,5,6,7,0,6,3,14
3545,7,6,6,0,5,4,14
3545,5,7,6,0,4,6,14
3545,6,7,7,0,5,4,14
3545,7,8,8,0,5,5,14
3545,7,8,8,0,5,3,14
3545,6,8,7,0,5,3,14
3545,5,7,7,8,5,3,14
3545,6,7,7,0,5,4,14
3545,6,7,7,0,3,5,14
3545,6,8,7,0,5,4,14
3545,2,3,3,0,2,3,15
3545,4,3,3,0,2,4,15
3545,4,3,3,0,3,2,15
3545,3,4,2,0,1,4,15
3545,2,3,3,0,1,3,15
3545,3,3,4,0,2,2,15
3545,4,2,4,0,3,2,15
3545,3,4,2,0,1,4,15
3545,3,3,3,0,1,4,15
3545,3,2,2,0,1,2,15
3545,3,3,3,0,1,2,15
3545,4,3,4,0,3,4,15
3545,1,2,1,2,1,1,16
3545,1,3,1,2,1,1,16
3545,0,7,6,0,3,2,17
3545,1,6,6,0,4,1,17
3545,0,7,5,0,3,1,17
3545,0,8,6,0,3,2,17
3545,1,7,7,0,3,1,17
3545,1,7,6,0,2,2,17
3545,2,7,6,0,3,1,17
3545,0,5,5,0,3,3,17
3545,2,7,6,0,3,1,17
3545,1,7,6,0,3,2,17
3545,1,8,6,0,3,2,17
3545,1,7,7,0,3,3,17
3545,0,8,6,0,3,2,17
3545,0,7,6,0,4,2,17
3545,1,6,6,0,4,1,17
3545,2,6,6,0,4,2,17
3545,1,7,6,0,4,3,17
3545,4,6,5,0,6,4,18
3545,4,6,4,0,5,3,18
3545,3,8,4,0,5,4,18
3545,3,8,5,0,5,3,18
3545,4,8,5,0,6,4,18
3545,3,8,4,0,5,4,18
3545,2,7,4,0,6,4,18
3545,2,7,4,0,4,3,18
3545,2,6,3,0,5,4,18
3545,2,6,4,0,4,4,18
3545,3,8,3,0,5,5,18
3545,4,7,3,0,6,5,18
3545,3,7,4,0,4,4,18
3545,3,8,5,0,5,4,18
3545,3,7,3,0,5,4,18
3545,3,6,5,0,5,4,18
3545,3,7,5,0,4,5,18
3545,4,8,4,0,5,5,18
3545,3,7,5,0,5,4,18
3545,4,7,5,0,4,4,18
3545,3,6,3,0,5,5,18
3545,1,6,4,0,6,3,18
3545,3,7,3,0,4,4,18
3545,3,6,4,0,5,6,18
3545,2,8,5,0,6,5,18
3545,4,6,4,0,5,4,18
3545,3,7,4,0,5,4,18
3545,3,6,4,0,5,5,18
3545,2,6,5,0,5,4,18
3545,3,7,3,0,6,3,18
3545,2,6,4,0,4,4,18
3545,1,2,3,0,4,2,19
3545,2,1,3,0,2,3,19
3545,0,2,1,0,3,3,19
3545,1,1,2,0,3,3,19
3545,2,1,2,0,1,3,19
3545,1,2,2,0,3,4,19
3545,2,2,2,0,2,2,19
3545,2,2,3,0,4,3,19
3545,1,2,2,0,2,3,19
3545,4,4,4,0,5,0,13
3545,4,4,4,0,5,0,13
3545,5,5,5,0,5,0,13
3545,6,5,4,0,5,0,13
3545,6,5,5,5,4,0,16
3545,5,5,5,5,4,0,16
3545,5,4,5,5,3,0,16
3545,6,5,5,5,6,0,16
3545,5,5,5,6,5,0,16
3545,5,5,5,5,5,0,16
3545,5,5,4,3,4,0,16
3545,5,5,4,6,4,0,16
3545,6,5,6,3,5,0,16
3545,5,4,5,0,3,3,4
3545,6,5,6,0,3,3,4
3545,6,6,5,0,5,3,4
3545,6,6,6,0,4,3,4
3545,6,4,4,0,4,3,4
3545,6,4,6,0,3,3,4
3545,6,5,5,0,4,3,4
3545,6,5,6,0,4,2,4
3545,6,5,6,0,3,4,4
3545,8,8,8,0,6,3,8
3545,8,8,8,0,5,2,8
3545,8,8,6,0,6,2,8
3545,8,9,7,0,5,3,8
3545,7,10,8,0,6,2,8
3545,8,8,9,0,6,3,8
3545,9,8,9,0,5,0,8
3545,8,8,9,0,6,1,8
3545,8,8,8,0,6,1,8
3545,9,8,8,0,6,3,8
3545,8,8,8,0,5,2,8
3545,7,8,7,0,6,2,8
3545,9,9,8,0,6,3,8
3545,8,9,8,10,4,3,8
3545,9,8,7,0,5,2,8
3545,8,7,8,0,6,2,8
3545,7,10,8,0,6,1,8
3545,8,7,8,0,6,3,8
3545,8,9,7,0,5,4,8
3545,7,7,8,0,6,2,8
3545,8,8,8,0,6,2,8
3545,8,7,8,0,6,3,8
3545,8,8,7,0,8,2,8
3545,7,6,8,0,5,3,8
3545,8,8,9,0,5,3,8
3545,7,7,7,0,5,2,8
3545,8,9,7,0,7,2,8
3545,8,8,7,0,7,1,8
3545,9,7,8,0,7,1,8
3545,7,8,8,0,6,2,8
3545,7,8,7,0,6,2,8
3545,8,7,8,0,6,2,8
3545,8,8,8,0,6,2,8
3545,8,8,9,0,6,2,8
3545,7,7,8,0,5,2,8
3545,8,9,8,0,6,3,8
3545,8,9,7,0,5,3,8
3545,8,8,7,0,6,3,8
3545,8,7,8,0,6,1,8
3545,8,8,9,0,5,3,8
3545,8,8,8,0,6,1,8
3545,7,8,7,0,6,1,8
3545,8,7,9,0,6,2,8
3545,8,8,8,0,6,2,8
3545,9,7,8,0,5,2,8
3545,7,8,9,0,6,3,8
3545,9,9,9,0,6,2,8
3545,7,9,8,0,8,2,8
3545,7,8,6,0,6,2,8
3545,7,7,8,0,6,3,8
3545,8,9,9,0,6,2,8
3545,8,9,8,0,6,2,8
3545,8,8,7,0,6,1,8
3545,8,8,7,0,6,2,8
3545,8,8,8,0,6,3,8
3545,8,8,8,0,5,2,8
3545,9,8,9,0,5,1,8
3545,8,9,9,0,6,1,8
3545,8,8,9,0,7,1,8
3545,1,2,4,2,2,0,1
3545,3,1,4,3,2,0,1
3545,2,1,4,2,2,0,1
3545,1,1,4,2,1,0,1
3545,1,1,3,3,2,0,1
3545,2,4,4,0,1,0,2
3545,3,5,5,0,1,0,2
3545,2,3,4,0,1,1,2
3545,3,5,5,0,1,0,2
